id;country;designation;points;price;province;region_1;winery
3011;Italy;Riserva;92;40;Tuscany;Chianti Classico;Capannelle
3015;Italy;Il Querciolaia;92;60;Tuscany;Colli della Toscana Centrale;Castello di Querceto
3034;Italy;Rudhir;88;19;Central Italy;Montepulciano d'Abruzzo;Jasci & Marchesani
3037;Italy;Spelt Riserva;88;20;Central Italy;Montepulciano d'Abruzzo;La Valentina
3050;Italy;Quadrio;88;22;Lombardy;Valtellina Superiore;Nino Negri
3065;Italy;Serra della Contessa;94;49;Sicily & Sardinia;Sicilia;Benanti
3085;Italy;Le Quare;88;16;Veneto;Valpolicella Classico Superiore Ripasso;Gamba
3088;Italy;Il Vegro;88;22;Veneto;Valpolicella Classico Superiore Ripasso;Brigaldara
3090;Italy;Campo Leòn;88;55;Veneto;Amarone della Valpolicella;Latium di Morini
3091;Italy;Capitel de' Roari;88;35;Veneto;Amarone della Valpolicella Classico;Luigi Righetti
3095;Italy;Tenuta Lena di Mezzo;88;50;Veneto;Amarone della Valpolicella Classico;Monte del Frá
3096;Italy;Giacomo Montresor;88;45;Veneto;Amarone della Valpolicella;Montresor
3097;Italy;Riserva;88;44;Veneto;Amarone della Valpolicella;Musella
3161;Italy;Col Fondo;86;18;Veneto;Prosecco;Ca' dei Zago
3162;Italy;Cuvée Brut;86;16;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Carpenè Malvolti
3167;Italy;Mini;86;5;Veneto;Prosecco;Anna Spinato
3168;Italy;Miraval Millesimato Extra Dry;86;19;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Bellenda
3169;Italy;Millesimato Brut;86;15;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Bianca Vigna
3172;Italy;Extra Dry;86;16;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Carpenè Malvolti
3201;Italy;Redigaffi;90;400;Tuscany;Toscana;Tua Rita
3214;Italy;Sanct Valentin;88;38;Northeastern Italy;Alto Adige;Cantina Produttori San Michele Appiano
3226;Italy;Trabocchetto;88;19;Central Italy;Colline Pescaresi;Talamonti
3229;Italy;Thea Riserva;88;21;Central Italy;Sangiovese di Romagna Superiore;Tre Monti
3239;Italy;Pruno Riserva;88;40;Central Italy;Sangiovese di Romagna Superiore;Drei Donà Tenuta La Palazza
3243;Italy;Da Vinci Riserva;86;23;Tuscany;Chianti;Cantine Leonardo Da Vinci
3248;Italy;Riserva;86;18;Tuscany;Chianti;Viticoltori Senesi Aretini
3253;Italy;Ceppeto Riserva;86;31;Tuscany;Chianti Classico;Mannucci Droandi
3267;Italy;O'Leandro Riserva;86;45;Tuscany;Chianti Classico;Cennatoio
3272;Italy;Cubìa;87;18;Sicily & Sardinia;Sicilia;Cusumano
3274;Italy;Lamùri;87;28;Sicily & Sardinia;Sicilia;Tasca d'Almerita
3282;Italy;Maiana Rosso;87;10;Southern Italy;Salice Salentino;Leone de Castris
3287;Italy;Torre dei Venti;87;21;Sicily & Sardinia;Sicilia;Fazio
3290;Italy;Le Fossette;87;18;Southern Italy;Puglia;Alberto Longo
3303;Italy;Extra Dry;87;19;Veneto;Prosecco di Conegliano e Valdobbiadene;Conte Collalto
3307;Italy;Vigneto Giardino Dry;87;22;Veneto;Prosecco di Valdobbiadene;Adami
3309;Italy;Brut Millesimato Motus Vitae;87;37;Veneto;Prosecco di Valdobbiadene;Bortolomiol
3310;Italy;Brut;87;16;Veneto;Prosecco di Valdobbiadene;Bortolotti
3337;Italy;Curma;84;35;Sicily & Sardinia;Sicilia;Armosa
3414;Italy;Drago;83;16;Northeastern Italy;Trentino;Lechthaler
3447;Italy;Castelletto;88;70;Piedmont;Barolo;Tenuta Duecorti
3448;Italy;Gratus Bio;88;31;Piedmont;Colline Novaresi;Podere ai Valloni
3463;Italy;Colmello Rosso;88;27;Veneto;Veneto Orientale;Moletto
3465;Italy;Brut Rosé Millesimato;88;28;Lombardy;Franciacorta;Fratelli Berlucchi
3470;Italy;Cantina Tre Serre;88;29;Piedmont;Barbaresco;Vinchio-Vaglio Serra
3488;Italy;Tenuta Lena di Mezzo;87;20;Veneto;Valpolicella Classico Superiore Ripasso;Monte del Frá
3494;Italy;Paverno;87;25;Veneto;Amarone della Valpolicella Classico;Vaona
3509;Italy;Riserva;88;22;Tuscany;Vernaccia di San Gimignano;Fattoria La Vialla
3512;Italy;Principe Strozzi;88;18;Tuscany;Vernaccia di San Gimignano;Guicciardini Strozzi
3523;Italy;Bron& Ruseval Riserva;88;27;Central Italy;Romagna;Celli
3530;Italy;Costa Grimaldi;92;92;Piedmont;Barolo;Poderi Luigi Einaudi
3539;Italy;Brunate Le Coste;92;120;Piedmont;Barolo;Giuseppe Rinaldi
3540;Italy;Casot;92;30;Piedmont;Barbaresco;Nada Giuseppe
3541;Italy;Cascinotta;92;50;Piedmont;Barbaresco;Negro Angelo e Figli
3544;Italy;Bricco Sarmassa;92;70;Piedmont;Barolo;Brezza
3548;Italy;Vigna Lazzairasco;92;44;Piedmont;Barolo;Guido Porro
3570;Italy;Lamùri;89;20;Sicily & Sardinia;Sicilia;Tasca d'Almerita
3645;Italy;Campoleone;93;52;Central Italy;Umbria;Lamborghini
3675;Italy;Cantina Tre Serre;84;11;Piedmont;Piedmont;Vinchio-Vaglio Serra
3694;Italy;Dosaggio Zero;91;30;Veneto;Valdobbiadene Prosecco Superiore;Ca' dei Zago
3695;Italy;Vintage Collection Brut;91;75;Lombardy;Franciacorta;Ca' del Bosco
3700;Italy;Tremenel;91;65;Veneto;Amarone della Valpolicella;Villa Erbice
3705;Italy;Pas Dosé Vintage;91;45;Lombardy;Franciacorta;Fratelli Berlucchi
3713;Italy;Rubrato;88;19;Southern Italy;Irpinia;Feudi di San Gregorio
3727;Italy;Campo ai Sassi;86;22;Tuscany;Rosso di Montalcino;Castelgiocondo
3761;Italy;Alberta Ferretti;86;20;Sicily & Sardinia;Sicilia;Feudi del Pisciotto
3776;Italy;Vigna Alta Il Lagarino di Dionisio;86;30;Southern Italy;Basilicata;Taverna
3786;Italy;Pretiosa;86;20;Sicily & Sardinia;Terre Siciliane;Cantine Gulino
3796;Italy;Riserva;88;20;Tuscany;Morellino di Scansano;Il Grillesino
3797;Italy;Sabazio;88;15;Tuscany;Rosso di Montepulciano;La Braccesca
3804;Italy;Paolus;88;20;Tuscany;Rosso di Montalcino;Molino di Sant'Antimo
3817;Italy;Damo;93;65;Tuscany;Vino Nobile di Montepulciano;Montemercurio
3847;Italy;Calidonio;92;42;Southern Italy;Taburno;Ocone
3875;Italy;Castello di Semivicoli;91;50;Central Italy;Trebbiano d'Abruzzo;Masciarelli
3902;Italy;Santa Lucia;87;16;Northeastern Italy;Collio;Primosic
3907;Italy;Plotzner;87;20;Northeastern Italy;Alto Adige;St. Pauls
3909;Italy;Col Livius;87;22;Northeastern Italy;Friuli Colli Orientali;La Tunella
3910;Italy;Ritratti;87;19;Northeastern Italy;Trentino;La Vis
3911;Italy;Vigna Maso Tratta;87;19;Northeastern Italy;Trentino;La Vis
3914;Italy;Eichorn;87;30;Northeastern Italy;Alto Adige Terlano;Manincor
3977;Italy;500ml;90;37;Veneto;Recioto della Valpolicella Classico;Nicolis
3978;Italy;Cristina Ascheri;85;20;Piedmont;Gavi di Gavi;Giacomo Ascheri
3986;Italy;Villa Pattono;85;26;Piedmont;Monferrato;Renato Ratti
3987;Italy;Le Monache;85;13;Piedmont;Monferrato;Michele Chiarlo
3996;Italy;Tenuta Del Fant;85;19;Piedmont;Moscato d'Asti;Il Falchetto
4006;Italy;Selvecorte;88;23;Southern Italy;Fiano di Avellino;Contrada Michele
4018;Italy;Anthologia;88;30;Southern Italy;Falerno del Massico;Masseria Felicia
4039;Italy;Runcaris;88;13;Veneto;Soave;Fattori
4040;Italy;Vin Soave;88;15;Veneto;Soave Classico;Inama
4053;Italy;Terre di Cariano Riserva;88;60;Veneto;Amarone della Valpolicella Classico;Cecilia Beretta
4067;Italy;Tenuta Belguardo;90;50;Tuscany;Maremma Toscana;Mazzei
4068;Italy;La Court;90;50;Piedmont;Barbera d'Asti Superiore;Michele Chiarlo
4070;Italy;Rocche di Castiglione Falletto;90;40;Piedmont;Barolo;Monchiero
4089;Italy;Villa Marchesi;86;11;Northeastern Italy;Friuli Grave;Cantina di Bertiolo
4125;Italy;Extra Brut Metodo Classico;90;49;Piedmont;Alta Langa;Fontanafredda
4126;Italy;Freccianera Brut Vintage Metodo Classico;90;40;Lombardy;Franciacorta;Fratelli Berlucchi
4144;Italy;Fatica Contadina;92;35;Southern Italy;Taurasi;Terredora
4154;Italy;Vigna Barbagalli Pre-Phylloxera Rosso;92;100;Sicily & Sardinia;Etna;Pietradolce
4163;Italy;Il Sigillo;92;66;Southern Italy;Aglianico del Vulture;Cantine del Notaio
4190;Italy;Riserva;87;79;Veneto;Amarone della Valpolicella;San Cassiano
4217;Italy;Riserva;87;60;Tuscany;Brunello di Montalcino;Verbena
4222;Italy;Olmèra;87;50;Veneto;Veneto;De Stefani
4258;Italy;Bric de Maschi;85;19;Piedmont;Barbera d'Alba Superiore;Le Vigne di Ca' Nova
4273;Italy;Ruvei;85;19;Piedmont;Barbera d'Alba;Marchesi di Barolo
4294;Italy;Calvarino;89;30;Veneto;Soave Classico;Pieropan
4300;Italy;Rosso di Verzella;89;25;Sicily & Sardinia;Etna;Benanti
4310;Italy;Villa Rizzardi;89;90;Veneto;Amarone della Valpolicella Classico;Guerrieri Rizzardi
4322;Italy;Cúmaro Riserva;89;35;Central Italy;Conero;Umani Ronchi
4330;Italy;Coda della Foce;88;42;Sicily & Sardinia;Menfi;Cantine Barbera
4331;Italy;Terre di Giumara Sachia;88;19;Sicily & Sardinia;Sicilia;Caruso & Minini
4355;Italy;Baradiero;90;25;Tuscany;Vino Nobile di Montepulciano;Cantina del Giusto
4365;Italy;Rosso Riserva degli Orzoni;91;47;Northeastern Italy;Collio;Russiz Superiore
4370;Italy;Quarz;91;55;Northeastern Italy;Alto Adige;Cantina Terlano
4416;Italy;Rossofuoco;89;19;Piedmont;Barbera d'Asti;Vite Colte
4428;Italy;Gallina;89;45;Piedmont;Barbaresco;Cantina del Pino
4432;Italy;Bric' Micca;89;46;Piedmont;Barbaresco;Dante Rivetti
4441;Italy;Neblina;89;15;Central Italy;Romagna;Giovanna Madonia
4480;Italy;Il Lussurioso Riserva;91;60;Veneto;Amarone della Valpolicella Classico;Buglioni
4503;Italy;Contrada R;97;60;Sicily & Sardinia;Terre Siciliane;Passopisciaro
4513;Italy;Brunate;96;146;Piedmont;Barolo;Giuseppe Rinaldi
4515;Italy;Parafada;95;96;Piedmont;Barolo;Massolino
4522;Italy;Francia;95;225;Piedmont;Barolo;Giacomo Conterno
4523;Italy;Contrada Monte San Nicolò;95;30;Sicily & Sardinia;Etna;Biondi
4524;Italy;Outis Rosso;95;40;Sicily & Sardinia;Etna;Biondi
4527;Italy;Pithos Rosso;95;30;Sicily & Sardinia;Vittoria;COS
4539;Italy;Ferrando;82;21;Central Italy;Lambrusco dell'Emilia;Quarticello
4543;Italy;Assiolo;82;21;Central Italy;Sangiovese di Romagna Superiore;Costa Archi
4556;Italy;Rondineto;80;12;Central Italy;Colli Aprutini;Fattoria Giuseppe Savini
4567;Italy;Fonte Venna;85;15;Central Italy;Montepulciano d'Abruzzo;Il Feuduccio Di S. Maria D'Orni
4568;Italy;Pieluni Riserva;85;60;Central Italy;Montepulciano d'Abruzzo Colline Teramane;Illuminati Dino
4573;Italy;I Vasari Old Vines;85;25;Central Italy;Montepulciano d'Abruzzo;Barba
4594;Italy;Vigneti di Montegradella;87;14;Veneto;Valpolicella Classico Superiore;Sartori
4597;Italy;Corte Giara;87;20;Veneto;Valpolicella Ripasso;Allegrini
4607;Italy;Podere Bertarole Ripassato;87;25;Veneto;Valpolicella Classico Superiore;Corteforte
4608;Italy;Cicilio;87;20;Veneto;Valpolicella Classico Superiore Ripasso;Degani
4617;Italy;Capitel de' Roari;87;35;Veneto;Amarone della Valpolicella Classico;Luigi Righetti
4618;Italy;Cannubi;94;66;Piedmont;Barolo;Francesco Rinaldi
4625;Italy;Ovello;94;50;Piedmont;Barbaresco;Boffa
4626;Italy;Castellero;94;50;Piedmont;Barolo;Brezza
4627;Italy;La Foia;94;65;Piedmont;Barolo;Curto Marco
4630;Italy;Gattera;94;57;Piedmont;Barolo;Mauro Veglio
4631;Italy;Paiagallo;94;100;Piedmont;Barolo;Mirafiore
4705;Italy;Bricco Paradiso;87;30;Piedmont;Barbera d'Asti Superiore;Il Falchetto
4709;Italy;Printi Riserva;87;45;Piedmont;Roero;Monchiero Carbone
4710;Italy;La Ribelle;87;20;Piedmont;Barbera d'Asti;Montalbera
4716;Italy;Armujan;87;28;Piedmont;Barbera d'Alba;Podere Ruggeri Corsini
4775;Italy;Riserva;90;90;Tuscany;Brunello di Montalcino;Fattoria dei Barbi
4781;Italy;Bramante;90;50;Tuscany;Brunello di Montalcino;San Lorenzo
4791;Italy;15er;85;15;Northeastern Italy;Alto Adige;Castelfeder
4792;Italy;Lunaria;85;16;Central Italy;Forlì;Castelluccio
4793;Italy;Massi di Mandorlaia;85;19;Tuscany;Maremma;Conte Ferdinando Guicciardini
4798;Italy;Nessuno;85;16;Central Italy;Umbria;Moretti Omero
4838;Italy;Riserva;87;20;Tuscany;Chianti Classico;Piccini
4857;Italy;Gherardino Riserva;87;32;Tuscany;Chianti Classico;Vignamaggio
4858;Italy;Riserva;87;30;Tuscany;Chianti Classico;Villa Mangiacane
4871;Italy;Extra Brut Metodo Classico;87;30;Italy Other;Vino Spumante;Murgo
4873;Italy;Quadrato;87;12;Tuscany;Toscana;OT
4876;Italy;Lippo;87;28;Tuscany;Toscana;Pieve Santo Stefano
4878;Italy;Le Cataste;87;37;Tuscany;Toscana;Quercia al Poggio
4880;Italy;Inferno Riserva;87;40;Lombardy;Valtellina Superiore;Rainoldi
4886;Italy;Luna Nascente Rosé Extra Dry;87;13;Italy Other;Vino Spumante;Vigna di Pettineo
4892;Italy;Indue;87;30;Tuscany;Toscana;Volpaia
4906;Italy;Bordini;91;62;Piedmont;Barbaresco;Fontanabianca
4915;Italy;Rocca Rubia;91;28;Sicily & Sardinia;Carignano del Sulcis;Cantina Santadi
4921;Italy;Terre Bianche;91;20;Sicily & Sardinia;Alghero;Sella & Mosca
4924;Italy;Stellato;91;30;Sicily & Sardinia;Vermentino di Sardegna;Pala
4946;Italy;Poggio Stella;86;13;Tuscany;Cortona;Vecchia Cantina di Montepulciano
4960;Italy;Brenntal Riserva;90;23;Northeastern Italy;Alto Adige;Cantina Cortaccia
4961;Italy;Dellago;90;22;Northeastern Italy;Alto Adige;Cantina Produttori Bolzano S. Maddalena/Gries
4971;Italy;Cicogna;90;35;Veneto;Veneto;Domenico Cavazza
4980;Italy;Amativo;88;39;Southern Italy;Salento;Cantele
4984;Italy;Donna Chiara Campi Taurasini;88;30;Southern Italy;Irpinia;Colli di Lapio
4990;Italy;Cinque Querce;88;54;Southern Italy;Irpinia;Salvatore Molettieri
4991;Italy;Torre Pieve;88;30;Veneto;Veneto;Santa Maria
4994;Italy;Capitel San Rocco;88;23;Veneto;Rosso del Veronese;Tedeschi
4996;Italy;Cunto;88;45;Southern Italy;Campania;Fattoria Alois
4997;Italy;Fine Sweet;88;12;Sicily & Sardinia;Marsala;Florio
5045;Italy;Pora Riserva;91;65;Piedmont;Barbaresco;Produttori del Barbaresco
5064;Italy;Pressenda;87;80;Piedmont;Barolo;Abbona Marziano
5065;Italy;Scarrone;87;65;Piedmont;Barolo;Bava
5086;Italy;Bussia;87;90;Piedmont;Barolo;Parusso
5112;Italy;Epico;86;45;Piedmont;Barbera d'Asti Superiore;Pico Maccario
5113;Italy;Lavignone;86;17;Piedmont;Barbera d'Asti;Pico Maccario
5137;Italy;Ilatraia;92;70;Tuscany;Toscana;Brancaia
5196;Italy;Capatosta;90;32;Tuscany;Morellino di Scansano;Poggio Argentiera
5198;Italy;Riserva;90;33;Tuscany;Chianti Classico;Querciavalle
5208;Italy;Allegracore Rosso;92;28;Sicily & Sardinia;Etna;Fattorie Romeo del Castello
5220;Italy;Figliodienneenne;92;18;Sicily & Sardinia;Sicilia;Le Casematte
5251;Italy;Salco;91;65;Tuscany;Vino Nobile di Montepulciano;Salcheto
5264;Italy;San Lorenzo;88;17;Central Italy;Rosso Conero;Umani Ronchi
5265;Italy;Villa Angela;88;15;Central Italy;Falerio;Velenosi
5267;Italy;Luigi Ghislieri;88;35;Central Italy;Verdicchio dei Castelli di Jesi;Colonnara
5274;Italy;Riserva Sassi Neri;88;35;Central Italy;Conero;Fattoria Le Terrazze
5285;Italy;Del Pozzo Buono;87;18;Central Italy;Rosso Piceno;Vicari
5298;Italy;Pieve dei Monaci;88;17;Tuscany;Maremma;Pieve Vecchia
5306;Italy;La Togata;88;36;Tuscany;Rosso di Montalcino;Tenuta Carlina
5312;Italy;Le Ellere;88;25;Tuscany;Chianti Classico;Castello d'Albola
5336;Italy;Is Solinas;87;40;Sicily & Sardinia;Isola dei Nuraghi;Argiolas
5349;Italy;Giovin Re;89;50;Tuscany;Toscana;Michele Satta
5361;Italy;I Vasari Old Vines;89;25;Central Italy;Montepulciano d'Abruzzo;Barba
5368;Italy;Amansio Passito;89;55;Tuscany;Val di Cornia Suvereto;Gualdo del Re
5371;Italy;San Giovanni;89;25;Central Italy;Orvieto Classico Superiore;Castello della Sala
5372;Italy;Bellezza Gran Selezione;89;38;Tuscany;Chianti Classico;Castello di Gabbiano
5400;Italy;Riserva;85;29;Tuscany;Chianti Classico;Valiano
5414;Italy;Sorano;88;90;Piedmont;Barolo;Claudio Alario
5424;Italy;Riserva;88;44;Piedmont;Barbaresco;Gian Piero Marrone
5446;Italy;Rosè Brut;88;40;Lombardy;Franciacorta;Ricci Curbastro
5448;Italy;La Roggia;88;60;Veneto;Recioto della Valpolicella Classico;Speri
5449;Italy;Brut;88;50;Northeastern Italy;Friuli;Eugenio Collavini
5455;Italy;Tre Venti Brut Millesimato;88;26;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Zardetto
5456;Italy;Brut Cuvèe 4 Millesimato;88;29;Lombardy;Franciacorta;Bersi Serlini
5457;Italy;Villa Crespia Iacono Riserva Dosaggio Zero;88;65;Lombardy;Franciacorta;Fratelli Muratori
5458;Italy;Extra Brut;88;30;Lombardy;Franciacorta;Lantieri de Paratico
5477;Italy;Serrano;86;14;Central Italy;Rosso Conero;Umani Ronchi
5489;Italy;Collezione;86;12;Northeastern Italy;Delle Venezie;Ecco Domani
5491;Italy;Poggio Doria;93;148;Tuscany;Brunello di Montalcino;Tenute Silvio Nardi
5502;Italy;Guado de' Gemoli;93;90;Tuscany;Bolgheri Superiore;Giovanni Chiappini
5550;Italy;Kirchleiten;90;30;Northeastern Italy;Alto Adige;Tiefenbrunner
5554;Italy;Campanaro;90;33;Southern Italy;Irpinia;Feudi di San Gregorio
5561;Italy;Confini;90;37;Northeastern Italy;Venezia Giulia;Lis Neris
5562;Italy;Torveto;90;32;Central Italy;Umbria;Lungarotti
5565;Italy;Penon;90;20;Northeastern Italy;Alto Adige;Nals Margreid
5568;Italy;Batàr;90;90;Tuscany;Toscana;Agricola Querciabella
5570;Italy;Hofstatt;90;20;Northeastern Italy;Alto Adige;Cantina Cortaccia
5574;Italy;Penon;90;20;Northeastern Italy;Alto Adige;Nals Margreid
5577;Italy;Le Moie;87;20;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Fazi Battaglia
5579;Italy;Cà del Magro;87;16;Veneto;Custoza Superiore;Monte del Frá
5589;Italy;le Pietre;86;12;Veneto;Veronese;Aldegheri
5592;Italy;Toretta Classico;86;14;Northeastern Italy;Alto Adige;Girlan
5604;Italy;I Saltari Le Vigne di Turano;88;25;Veneto;Valpolicella Superiore;Sartori
5608;Italy;La Coeta;88;61;Veneto;Amarone della Valpolicella Classico;Corte Lenguin
5609;Italy;Campi Magri;88;43;Veneto;Valpolicella Superiore Ripasso;Corte Sant' Alda
5616;Italy;Zovo;88;47;Veneto;Amarone della Valpolicella;Zanoni
5628;Italy;Radici;90;30;Southern Italy;Fiano di Avellino;Mastroberardino
5634;Italy;Magno Megonio;90;35;Southern Italy;Val di Neto;Librandi
5641;Italy;Cutizzi;90;33;Southern Italy;Greco di Tufo;Feudi di San Gregorio
5649;Italy;Per Sempre;90;300;Tuscany;Toscana;Tua Rita
5650;Italy;Perlato del Bosco;90;28;Tuscany;Toscana;Tua Rita
5661;Italy;Millepassi;90;58;Tuscany;Bolgheri;Donna Olimpia 1898
5670;Italy;Sondraia;90;50;Tuscany;Bolgheri Superiore;Poggio al Tesoro
5704;Italy;Riserva;91;50;Piedmont;Barolo;Villadoria
5713;Italy;Poggio Abate Riserva;91;78;Tuscany;Brunello di Montalcino;La Poderina
5714;Italy;Scrio;91;160;Tuscany;Toscana;Le Macchiole
5726;Italy;Rocche di Castiglione;90;200;Piedmont;Barolo;Vietti
5737;Italy;Anas-cëtta;90;28;Piedmont;Langhe;Elvio Cogno
5741;Italy;Castel Ringberg Riserva;90;45;Northeastern Italy;Alto Adige;Elena Walch
5742;Italy;Georg Mumelter;90;22;Northeastern Italy;Alto Adige;Griesbauerhof
5774;Italy;Scarnocchio;92;99;Veneto;Amarone della Valpolicella Classico;Monte del Frà
5776;Italy;Vigna Garzon;92;79;Veneto;Amarone della Valpolicella;Pieropan
5778;Italy;Costasera;92;64;Veneto;Amarone della Valpolicella Classico;Masi
5836;Italy;Cerretta;88;70;Piedmont;Barolo;Revello Fratelli
5842;Italy;Iperico;88;30;Veneto;Valpolicella;Valentina Cubi
5861;Italy;Lila;88;15;Southern Italy;Irpinia;Tenuta Cavalier Pepe
5966;Italy;Amabile;83;11;Central Italy;Orvieto Classico;Bigi
5974;Italy;Passobianco;87;29;Sicily & Sardinia;Terre Siciliane;Passopisciaro
5981;Italy;del Marchese;87;20;Sicily & Sardinia;Terre Siciliane;Marchesi De Gregorio
5988;Italy;Codalunga;87;19;Southern Italy;Puglia;Tenute Girolamo
5992;Italy;Enrico IV Bianco;87;25;Sicily & Sardinia;Etna;Cantine Valenti
6002;Italy;Rosso Campofiorin Oro;90;23;Veneto;Veronese;Masi
6015;Italy;La Roverina;90;17;Veneto;Valpolicella Classico Superiore;Speri
6020;Italy;Lampante Riserva;90;22;Central Italy;Montefalco Rosso;Tenute Lunelli
6057;Italy;Le Corti;89;25;Tuscany;Chianti Classico;Principe Corsini
6064;Italy;Mocenni Gran Selezione;89;60;Tuscany;Chianti Classico;Bindi Sergardi
6067;Italy;Baruffo;89;22;Tuscany;Chianti Classico;Cantalici L'Antica Fornace di Ridolfo
6069;Italy;Riserva;89;20;Tuscany;Chianti Classico;Castello di Gabbiano
6101;Italy;Noras;87;27;Sicily & Sardinia;Carignano del Sulcis;Cantina Santadi
6112;Italy;Dule;87;39;Sicily & Sardinia;Cannonau di Sardegna;Giuseppe Gabbas
6121;Italy;Brunate;92;110;Piedmont;Barolo;Ceretto
6134;Italy;del Comune di Serralunga d'Alba;92;60;Piedmont;Barolo;Paolo Manzone
6140;Italy;del Comune di Serralunga d'Alba;92;53;Piedmont;Barolo;Giovanni Rosso
6144;Italy;Carobric;92;80;Piedmont;Barolo;Paolo Scavino
6159;Italy;Cartizze;89;31;Veneto;Prosecco Superiore di Cartizze;Le Colture
6174;Italy;Amabile;87;19;Central Italy;Lambrusco Grasparossa di Castelvetro;Villa di Corlo
6191;Italy;Rombone;87;50;Piedmont;Barbaresco;Nada Fiorenzo
6195;Italy;Lavignone;87;16;Piedmont;Barbera d'Asti;Pico Maccario
6230;Italy;Vernatsch;90;24;Northeastern Italy;Alto Adige;Baron Widmann
6231;Italy;Pressoni;90;16;Veneto;Soave Classico;Cantina del Castello
6232;Italy;Glen Riserva;90;24;Northeastern Italy;Alto Adige;Cantina Produttori Cortaccia
6243;Italy;Castel Ringberg;90;25;Northeastern Italy;Alto Adige;Elena Walch
6252;Italy;Il Rivale;90;23;Lombardy;Lugana;Pratello
6259;Italy;Passion;90;29;Northeastern Italy;Alto Adige;St. Pauls
6309;Italy;Riserva Roggiano;83;22;Tuscany;Morellino di Scansano;Vignaioli del Morellino di Scansano
6314;Italy;Riserva;83;20;Tuscany;Chianti Classico;Natale Verga
6315;Italy;Dirupo Brut;92;19;Veneto;Valdobbiadene Prosecco Superiore;Andreola
6321;Italy;Primo Franco Dry;91;29;Veneto;Valdobbiadene Prosecco Superiore;Nino Franco
6337;Italy;Oltreval Rive di Guia Zero;91;23;Veneto;Valdobbiadene Prosecco Superiore;La Tordera
6355;Italy;Sciala Superiore;93;23;Sicily & Sardinia;Vermentino di Gallura;Vigne Surrau
6364;Italy;Ovello Vigna Loreto;93;55;Piedmont;Barbaresco;Albino Rocca
6369;Italy;Altenasso;93;85;Piedmont;Barolo;Cavalier Bartolomeo
6375;Italy;Appassionatamente Rosso;87;17;Veneto;Veneto;Famiglia Cielo
6387;Italy;Nature;86;22;Veneto;Prosecco;De Stefani
6397;Italy;Cuvée Viviana;86;28;Veneto;Valdobbiadene Superiore di Cartizze;Valdo
6416;Italy;Bianco;85;10;Sicily & Sardinia;Sicilia;Corvo
6424;Italy;Riserva;96;73;Tuscany;Brunello di Montalcino;Mocali
6436;Italy;Vigna Paganelli Riserva;95;115;Tuscany;Brunello di Montalcino;Il Poggione
6439;Italy;Poggio all'Oro Riserva;95;150;Tuscany;Brunello di Montalcino;Castello Banfi
6452;Italy;Guglielmi di Jago;91;95;Veneto;Amarone della Valpolicella Classico;Villa Spinosa
6463;Italy;I Fondatori Riserva;91;80;Veneto;Amarone della Valpolicella Classico;Fabiano
6466;Italy;I Progni;91;27;Veneto;Valpolicella Classico Superiore Ripasso;Le Salette
6469;Italy;Campo Leòn;91;54;Veneto;Amarone della Valpolicella;Latium di Morini
6484;Italy;Montefresco;83;11;Central Italy;Montepulciano d'Abruzzo;Montefrasco
6603;Italy;Caspagnolo;86;15;Tuscany;Chianti Colli Senesi;Villa Poggio Salvi
6606;Italy;Vigna Aprico;86;12;Tuscany;Vernaccia di San Gimignano;Le Solive
6625;Italy;Guado al Melo;88;18;Tuscany;Toscana;Podere Guado al Melo
6626;Italy;Losi Millennium Riserva;88;36;Tuscany;Chianti Classico;Querciavalle
6631;Italy;Monte Carbonare;88;33;Veneto;Soave Classico;Suavia
6636;Italy;I Boschi;88;25;Piedmont;Piedmont;Tenuta Olim Bauda
6638;Italy;Extra Dry 47;88;24;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Bortolotti
6641;Italy;Costebianche;88;20;Piedmont;Piedmont;Coppo
6645;Italy;Laudàri;90;21;Sicily & Sardinia;Sicilia;Baglio del Cristo di Campobello
6646;Italy;Fontanelle;90;19;Tuscany;Toscana;Castello Banfi
6650;Italy;Tenuta La Solatìa;90;24;Tuscany;Toscana;Ruffino
6654;Italy;Grand Cru;90;38;Sicily & Sardinia;Sicilia;Tenuta Rapitalà
6679;Italy;Costa Russi;93;500;Piedmont;Langhe;Gaja
6683;Italy;San Pietro Riserva;93;105;Piedmont;Barolo;Viberti
6689;Italy;Roncaglie;93;70;Piedmont;Barbaresco;Poderi Colla
6692;Italy;Nervo;93;49;Piedmont;Barbaresco;Rizzi
6694;Italy;Pajorè;93;58;Piedmont;Barbaresco;Sottimano
6696;Italy;Bramasole;91;53;Tuscany;Cortona;La Braccesca
6713;Italy;Bussia;91;53;Piedmont;Barolo;Deltetto
6716;Italy;Altrovino;91;40;Tuscany;Costa Toscana;Duemani
6741;Italy;Vendemmia Tardiva;94;55;Tuscany;Moscadello di Montalcino;La Poderina
6750;Italy;Vigna Manapetra;89;48;Tuscany;Brunello di Montalcino;Fattoria La Lecciaia
6753;Italy;Ferruggini;89;18;Tuscany;Bolgheri;Giovanni Chiappini
