Column1;country;points;price;province;region_1;variety;winery
29043;Italy;86;150;Northeastern Italy;Alto Adige;Moscato Giallo;Kellerei Kaltern Caldaro
29045;Italy;86;200;Veneto;Soave;Garganega;La Cappuccina
29046;Italy;86;190;Northeastern Italy;Vigneti delle Dolomiti;Sauvignon Blanc;Loacker
29047;Italy;86;240;Veneto;Soave Classico;Garganega;Marcato
29052;Italy;86;160;Northeastern Italy;Venezia Giulia;Red Blend;Tenuta Luisa
29053;Italy;86;160;Veneto;Soave Classico;Garganega;Santi
29054;Italy;86;210;Veneto;Soave Superiore;White Blend;Villa Canestrari
29059;Italy;86;140;Tuscany;Chianti Classico;Red Blend;Fattoria di Montecchio
29060;Italy;86;220;Lombardy;Lugana;Turbiana;Fraccaroli
29066;Italy;86;150;Veneto;Soave Classico;Garganega;Cantina di Soave
29071;Italy;88;160;Sicily & Sardinia;Sicilia;Nero d'Avola;Alessandro di Camporeale
29076;Italy;88;250;Sicily & Sardinia;Terre Siciliane;Nero d'Avola;Duca di Salaparuta
29077;Italy;88;210;Southern Italy;Greco di Tufo;Greco;Feudi di San Gregorio
29078;Italy;88;200;Southern Italy;Falanghina del Sannio;Falanghina;Feudi di San Gregorio
29079;Italy;88;200;Southern Italy;Greco di Tufo;Greco;Feudi di San Gregorio
29083;Italy;88;280;Southern Italy;Campi Flegrei;Piedirosso;Grotta del Sole
29086;Italy;88;250;Southern Italy;Terre del Volturno;Casavecchia;La Masserie
29092;Italy;88;240;Southern Italy;Costa d'Amalfi;White Blend;Marisa Cuomo
29097;Italy;88;180;Sicily & Sardinia;Sicilia;Nero d'Avola;Casa di Grazia
29099;Italy;88;370;Southern Italy;Taurasi;Aglianico;D'Antiche Terre
29106;Italy;94;360;Central Italy;Sagrantino di Montefalco;Sagrantino;Tenuta Castelbuono
29115;Italy;94;1000;Central Italy;Sagrantino di Montefalco;Sagrantino;Arnaldo Caprai
29133;Italy;94;600;Piedmont;Barolo;Nebbiolo;Grimaldi Bruna
29139;Italy;94;600;Piedmont;Barolo;Nebbiolo;Giacomo Fenocchio
29143;Italy;93;1000;Piedmont;Barbaresco;Nebbiolo;Giuseppe Cortese
29146;Italy;93;1000;Tuscany;Maremma Toscana;Red Blend;Fattoria Le Pupille
29147;Italy;93;650;Piedmont;Barbera d'Asti;Barbera;Braida di Giacomo Bologna
29151;Italy;93;290;Piedmont;Barbera d'Asti;Barbera;Franco M. Martinetti
29152;Italy;93;640;Piedmont;Barolo;Nebbiolo;Fratelli Alessandria
29161;Italy;87;250;Tuscany;Chianti;Red Blend;Val di Botte
29163;Italy;87;300;Tuscany;Chianti Montespertoli;Red Blend;Castello Sonnino
29166;Italy;87;200;Tuscany;Chianti Colli Senesi;Sangiovese;Guidi 1929
29167;Italy;87;220;Tuscany;Chianti Superiore;Sangiovese;Tenuta di Morzano
29169;Italy;87;210;Tuscany;Chianti Montespertoli;Red Blend;Castello Sonnino
29173;Italy;87;390;Tuscany;Chianti Classico;Red Blend;Barone Ricasoli
29174;Italy;87;250;Tuscany;Chianti Classico;Red Blend;Castello di Querceto
29179;Italy;87;190;Tuscany;Chianti Rufina;Sangiovese;Colognole
29183;Italy;87;140;Tuscany;Chianti;Red Blend;Tenuta di Fraternita
29185;Italy;87;260;Tuscany;Chianti;Red Blend;Uggiano
29186;Italy;87;100;Tuscany;Chianti Colli Senesi;Red Blend;Viticoltori Senesi Aretini
29193;Italy;86;170;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Terre di San Venanzio Fortunato
29198;Italy;86;160;Veneto;Soave Classico;White Blend;Santi
29199;Italy;86;120;Piedmont;Gavi;Cortese;Natale Verga
29206;Italy;85;160;Central Italy;Romagna;Sparkling Blend;Cleto Chiarli
29208;Italy;85;170;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Colesel
29212;Italy;85;100;Veneto;Soave Classico;Garganega;Balestri Valda
29218;Italy;85;190;Veneto;Prosecco;Glera;Bocelli
29223;Italy;95;1000;Tuscany;Bolgheri Superiore;Red Blend;Michele Satta
29224;Italy;95;850;Tuscany;Toscana;Red Blend;Brancaia
29230;Italy;95;1400;Tuscany;Toscana;Merlot;Tenuta Argentiera
29233;Italy;95;1200;Tuscany;Maremma Toscana;Merlot;Rocca di Frassinello
29240;Italy;95;1750;Tuscany;Toscana;Red Blend;Monteverro
29242;Italy;94;570;Tuscany;Toscana;Red Blend;Cavalli Tenuta degli Dei
29248;Italy;94;800;Tuscany;Toscana;Cabernet Franc;Duemani
29251;Italy;89;690;Veneto;Amarone della Valpolicella Classico;Red Blend;Brunelli
29255;Italy;89;450;Veneto;Amarone della Valpolicella;Red Blend;Delibori
29257;Italy;89;400;Veneto;Amarone della Valpolicella Classico;Red Blend;Recchia
29259;Italy;89;400;Northeastern Italy;Friuli Isonzo;Sauvignon;Vie di Romans
29263;Italy;89;600;Veneto;Amarone della Valpolicella;Red Blend;Pietro Zardini
29264;Italy;89;540;Veneto;Amarone della Valpolicella;Red Blend;San Rustico
29283;Italy;90;600;Piedmont;Gattinara;Nebbiolo;Travaglini
29290;Italy;90;900;Piedmont;Barolo;Nebbiolo;Chiara Boschis - E. Pira e Figli
29292;Italy;90;460;Piedmont;Barolo;Nebbiolo;Beni di Batasiolo
29296;Italy;90;250;Piedmont;Barbera d'Alba;Barbera;Cascina delle Rose
29304;Italy;90;350;Piedmont;Roero;Nebbiolo;Deltetto
29330;Italy;90;300;Piedmont;Barbera d'Alba Superiore;Barbera;Brezza
29342;Italy;87;390;Tuscany;Chianti Classico;Red Blend;Barone Ricasoli
29345;Italy;87;250;Tuscany;Chianti Classico;Red Blend;Castello di Querceto
29349;Italy;87;190;Tuscany;Chianti Rufina;Sangiovese;Colognole
29350;Italy;87;150;Tuscany;Chianti;Red Blend;Fattoria Campigiana
29351;Italy;87;250;Tuscany;Chianti Colli Senesi;Red Blend;Farnetella
29352;Italy;87;190;Tuscany;Chianti;Red Blend;Fattoria di Petrognano
29353;Italy;87;210;Tuscany;Chianti Rufina;Red Blend;Fattoria Lavacchio
29354;Italy;87;200;Tuscany;Chianti;Red Blend;Fattoria Petriolo
29366;Italy;87;330;Tuscany;Chianti Classico;Red Blend;Podere Capaccia
29369;Italy;87;300;Tuscany;Chianti Classico;Red Blend;San Fabiano Calcinaia
29370;Italy;86;280;Veneto;Asolo Prosecco Superiore;Glera;Case Paolin
29371;Italy;86;150;Northeastern Italy;Venezie;Pinot Grigio;Tommasi
29379;Italy;86;330;Northeastern Italy;Alto Adige;Gewürztraminer;Franz Haas
29386;Italy;86;210;Lombardy;Lugana;Turbiana;Perla del Garda
29387;Italy;86;200;Northeastern Italy;Vigneti delle Dolomiti;Nosiola;Pisoni
29389;Italy;86;300;Tuscany;Bolgheri;Red Blend;Tenuta di Vaira
29390;Italy;86;150;Lombardy;Lugana;Turbiana;Tommasi
29397;Italy;86;400;Northeastern Italy;Alto Adige;Pinot Grigio;Cantina Produttori San Michele Appiano
29398;Italy;86;240;Northeastern Italy;Vigneti delle Dolomiti;Pinot Grigio;Casata Monfort
29403;Italy;88;200;Southern Italy;Aglianico del Vulture;Aglianico;Basilisco
29410;Italy;88;150;Sicily & Sardinia;Sicilia;Nero d'Avola;Tasca d'Almerita
29411;Italy;88;240;Southern Italy;Fiano di Avellino;Fiano;Terredora
29415;Italy;88;390;Southern Italy;Taurasi;Aglianico;Villa Raiano
29420;Italy;88;130;Southern Italy;Sannio;Piedirosso;Mustilli
29433;Italy;93;550;Piedmont;Barolo;Nebbiolo;Costa di Bussia
29446;Italy;93;400;Piedmont;Barolo;Nebbiolo;G D Vajra
29451;Italy;93;550;Piedmont;Barolo;Nebbiolo;Mauro Veglio
29454;Italy;93;1100;Piedmont;Barolo;Nebbiolo;Marchesi di Barolo
29457;Italy;93;670;Piedmont;Barolo;Nebbiolo;Brezza
29459;Italy;93;1200;Tuscany;Costa Toscana;Cabernet Franc;Duemani
29492;Italy;85;190;Central Italy;Emilia;Lambrusco;Cantina Ceci
29495;Italy;85;140;Veneto;Prosecco;Glera;Natale Verga
29496;Italy;85;140;Tuscany;Toscana;Rosato;Santa Cristina
29499;Italy;85;180;Veneto;Veneto;Sparkling Blend;Trevisiol
29501;Italy;85;120;Veneto;Prosecco;Glera;Piera Martellozzo
29504;Italy;85;170;Piedmont;Langhe;Arneis;Punset
29508;Italy;85;150;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Cà Vittoria
29509;Italy;85;190;Central Italy;Emilia;Sparkling Blend;Cantine Ceci
29512;Italy;85;260;Central Italy;Lambrusco Grasparossa di Castelvetro;Lambrusco;Fattoria Moretto
29527;Italy;94;500;Tuscany;Bolgheri Superiore;Red Blend;Poggio al Tesoro
29530;Italy;94;850;Tuscany;Toscana;Red Blend;Tenuta Sette Ponti
29531;Italy;94;800;Tuscany;Toscana;Syrah;Terre del Marchesato
29534;Italy;94;1300;Tuscany;Toscana;Red Blend;Monteverro
29537;Italy;94;750;Tuscany;Bolgheri Superiore;Red Blend;Campo alla Sughera
29539;Italy;94;600;Tuscany;Bolgheri Superiore;Red Blend;Donna Olimpia 1898
29546;Italy;94;800;Tuscany;Bolgheri Superiore;Red Blend;Podere Sapaio
29547;Italy;94;750;Tuscany;Toscana;Cabernet Franc;Poggio al Tesoro
29557;Italy;88;200;Veneto;Valpolicella Classico Superiore Ripasso;Red Blend;Manara
29564;Italy;88;500;Veneto;Amarone della Valpolicella Classico;Red Blend;Villa Monteleone
29569;Italy;88;330;Veneto;Amarone della Valpolicella;Red Blend;Monte Zovo
29570;Italy;88;260;Veneto;Valpolicella Classico Superiore Ripasso;Red Blend;San Rustico
29595;Italy;90;750;Piedmont;Barolo;Nebbiolo;Virna Borgogno
29599;Italy;90;600;Piedmont;Barolo;Nebbiolo;Giacomo Grimaldi
29601;Italy;90;240;Piedmont;Coste della Sesia;Red Blend;La Prevostura
29603;Italy;90;270;Piedmont;Barbera d'Alba;Barbera;Palladino
29605;Italy;90;420;Piedmont;Barolo;Nebbiolo;Villadoria
29606;Italy;90;530;Piedmont;Barolo;Nebbiolo;Agostino Bosco
29607;Italy;90;450;Piedmont;Barolo;Nebbiolo;Borgogno F.lli Serio e Battista
29608;Italy;90;700;Piedmont;Barolo;Nebbiolo;Cantina del Nebbiolo
29609;Italy;90;1100;Piedmont;Barolo;Nebbiolo;Ceretto
29645;Italy;87;120;Tuscany;Chianti Colli Fiorentini;Red Blend;Uggiano
29651;Italy;87;230;Tuscany;Chianti Colli Fiorentini;Red Blend;La Querce
29652;Italy;87;150;Tuscany;Chianti;Red Blend;Cantine Leonardo Da Vinci
29653;Italy;87;140;Tuscany;Chianti;Red Blend;Cantine Ravazzi
29655;Italy;87;140;Tuscany;Chianti Colli Pisani;Sangiovese;Sangervasio
29656;Italy;87;140;Tuscany;Chianti Colli Senesi;Sangiovese;Vecchia Cantina di Montepulciano
29659;Italy;87;170;Tuscany;Chianti Rufina;Red Blend;Cantine Bellini
29660;Italy;87;130;Tuscany;Chianti;Red Blend;Barone Ricasoli
29666;Italy;87;290;Tuscany;Chianti Classico;Red Blend;Bindi Sergardi
29673;Italy;86;150;Veneto;Soave Classico;Garganega;Coffele
29684;Italy;85;120;Veneto;Soave;Garganega;Dal Cero Tenuta di Corte Giacobbe
29688;Italy;85;130;Northeastern Italy;Venezie;Pinot Grigio;Lechthaler
29699;Italy;85;290;Veneto;Soave Superiore;Garganega;Dal Cero Tenuta di Corte Giacobbe
29703;Italy;88;150;Sicily & Sardinia;Etna;Red Blend;Cottanera
29704;Italy;88;220;Sicily & Sardinia;Sicilia;Red Blend;Curto
29705;Italy;88;140;Sicily & Sardinia;Eloro;Nero d'Avola;Curto
29719;Italy;88;300;Sicily & Sardinia;Sicilia;Red Blend;Tenuta di Castellaro
29720;Italy;88;230;Sicily & Sardinia;Sicilia;Nero d'Avola;Tenuta Rapitalà
29721;Italy;88;190;Sicily & Sardinia;Sicilia;Nero d'Avola;Terre di Giurfo
29729;Italy;88;360;Sicily & Sardinia;Sicilia;Chardonnay;Baglio del Cristo di Campobello
29731;Italy;93;1100;Piedmont;Barolo;Nebbiolo;Marchesi di Barolo
29733;Italy;93;500;Piedmont;Barolo;Nebbiolo;Josetta Saffirio
29745;Italy;93;650;Piedmont;Barolo;Nebbiolo;Cascina Chicco
29755;Italy;93;320;Tuscany;Bolgheri;Red Blend;Le Macchiole
29756;Italy;93;800;Piedmont;Barolo;Nebbiolo;Poderi Colla
29791;Italy;85;150;Veneto;Prosecco;Glera;Le Colture
29795;Italy;85;260;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Perlage
29796;Italy;85;300;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Valdellövo
29797;Italy;85;190;Central Italy;Lambrusco Grasparossa di Castelvetro;Lambrusco;Tenuta Pederzana
29808;Italy;85;200;Veneto;Prosecco;Glera;Bacio della Luna
29810;Italy;85;130;Veneto;Soave;Garganega;Corte Adami
29811;Italy;85;150;Central Italy;Lambrusco Grasparossa di Castelvetro;Lambrusco;Cleto Chiarli
29814;Italy;85;100;Italy Other;Italy;Moscato;Gionelli
29817;Italy;85;130;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Perlage
29818;Italy;85;200;Veneto;Prosecco Treviso;Glera;Ornella Molon
29819;Italy;85;150;Veneto;Soave;Garganega;Pasqua
29821;Italy;94;350;Tuscany;Bolgheri Superiore;Red Blend;Aia Vecchia
29830;Italy;94;500;Tuscany;Toscana;Merlot;Castello di Bossi
29832;Italy;94;600;Tuscany;Bolgheri Superiore;Red Blend;Tenuta Argentiera
29842;Italy;93;330;Tuscany;Toscana;Syrah;I Giusti e Zanza
29845;Italy;93;600;Tuscany;Toscana;Cabernet Franc;Fornacelle
29847;Italy;93;750;Tuscany;Bolgheri;Red Blend;Casa di Terra
29850;Italy;88;240;Veneto;Valpolicella Classico Superiore;Red Blend;Accordini Igino
29867;Italy;88;850;Veneto;Amarone della Valpolicella;Red Blend;Trabucchi d'Illasi
29874;Italy;88;300;Northeastern Italy;Collio;White Blend;Mario Schiopetto
29876;Italy;88;230;Veneto;Valpolicella Ripasso;Red Blend;Albino Armani
29878;Italy;88;750;Veneto;Amarone della Valpolicella;Red Blend;Ca' Rugate
29902;Italy;90;550;Piedmont;Barolo;Nebbiolo;Mauro Veglio
29905;Italy;90;290;Piedmont;Barolo;Nebbiolo;Oddero
29907;Italy;90;1030;Piedmont;Barolo;Nebbiolo;Poderi Luigi Einaudi
29914;Italy;89;160;Southern Italy;Castel del Monte;Uva di Troia;Santa Lucia
29916;Italy;89;150;Southern Italy;Primitivo di Manduria;Primitivo;Torrevento
29918;Italy;89;180;Southern Italy;Salento;Negroamaro;Ognissole
29919;Italy;89;140;Southern Italy;Salento;Rosato;Palamà
29924;Italy;89;210;Southern Italy;Puglia;Primitivo;Alberto Longo
29925;Italy;89;190;Southern Italy;Murgia;Uva di Troia;Botromagno
29945;Italy;87;320;Tuscany;Chianti Classico;Red Blend;Candialle
29946;Italy;87;140;Tuscany;Chianti Colli Fiorentini;Red Blend;Castelvecchio
29950;Italy;87;150;Tuscany;Chianti Rufina;Red Blend;Fattoria di Grignano
29956;Italy;87;120;Tuscany;Chianti;Red Blend;Salcheto
29958;Italy;87;420;Tuscany;Chianti Classico;Red Blend;Setriolo
29961;Italy;87;160;Tuscany;Chianti Classico;Red Blend;Viticcio
29977;Italy;85;310;Lombardy;Lugana;Turbiana;Perla del Garda
29979;Italy;85;450;Veneto;Montello e Colli Asolani;Red Blend;Case Paolin
29981;Italy;85;100;Veneto;Soave;Garganega;Cantina di Soave
29994;Italy;85;240;Northeastern Italy;Alto Adige;Gewürztraminer;Girlan
29996;Italy;85;130;Northeastern Italy;Venezie;Cabernet;Lechthaler
30003;Italy;90;550;Piedmont;Barolo;Nebbiolo;Mauro Veglio
30006;Italy;90;290;Piedmont;Barolo;Nebbiolo;Oddero
30008;Italy;90;1030;Piedmont;Barolo;Nebbiolo;Poderi Luigi Einaudi
30011;Italy;90;530;Piedmont;Barolo;Nebbiolo;Agostino Bosco
30012;Italy;90;700;Piedmont;Barolo;Nebbiolo;Cantina del Nebbiolo
30013;Italy;90;1100;Piedmont;Barolo;Nebbiolo;Ceretto
30014;Italy;90;450;Piedmont;Barolo;Nebbiolo;Borgogno F.lli Serio e Battista
30022;Italy;90;1600;Piedmont;Barolo;Nebbiolo;Elio Grasso
30029;Italy;90;1050;Piedmont;Barolo;Nebbiolo;Marchesi di Barolo
30030;Italy;93;700;Piedmont;Barolo;Nebbiolo;G D Vajra
30031;Italy;93;320;Tuscany;Bolgheri;Red Blend;Le Macchiole
30034;Italy;92;500;Tuscany;Bolgheri Superiore;Red Blend;I Greppi
30036;Italy;92;850;Piedmont;Barolo;Nebbiolo;G D Vajra
30039;Italy;92;670;Piedmont;Barolo;Nebbiolo;Luigi Oddero & Figli
30046;Italy;92;850;Piedmont;Barolo;Nebbiolo;Brovia
30061;Italy;88;340;Southern Italy;Taurasi;Aglianico;Donnachiara
30062;Italy;88;250;Sicily & Sardinia;Terre Siciliane;Nerello Mascalese;Duca di Salaparuta
30064;Italy;88;170;Southern Italy;Falanghina del Sannio;Falanghina;Feudi di San Gregorio
30065;Italy;88;150;Sicily & Sardinia;Sicilia;Frappato;Feudo di Santa Tresa
30076;Italy;88;280;Southern Italy;Irpinia;Aglianico;Mastroberardino
30089;Italy;88;250;Southern Italy;Campania;Aglianico;Mastroberardino
30091;Italy;92;450;Central Italy;Sagrantino di Montefalco;Sagrantino;Goretti
30094;Italy;92;500;Central Italy;Umbria;Aleatico;Barberani
30126;Italy;85;190;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Salatin
30127;Italy;85;160;Veneto;Prosecco Treviso;Glera;Salatin
30128;Italy;85;240;Central Italy;Lambrusco Grasparossa di Castelvetro;Lambrusco;Tenuta Pederzana
30129;Italy;85;150;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Terre di San Venanzio Fortunato
30130;Italy;85;290;Southern Italy;Salento;White Blend;Vetrère
30133;Italy;85;180;Tuscany;Toscana;Vermentino;Marchesi de' Frescobaldi
30136;Italy;85;100;Veneto;Soave;Garganega;Cantina di Soave
30141;Italy;85;180;Central Italy;Lambrusco Grasparossa di Castelvetro;Lambrusco;Fattoria Moretto
30142;Italy;85;150;Veneto;Veneto;Sparkling Blend;Foss Marai
30143;Italy;85;170;Veneto;Prosecco;Glera;Anna Spinato
30153;Italy;93;300;Tuscany;Bolgheri;Red Blend;Le Macchiole
30156;Italy;93;300;Tuscany;Maremma Toscana;Red Blend;Rocca di Montemassi
30161;Italy;93;1050;Tuscany;Bolgheri Superiore;Red Blend;Collemassari
30165;Italy;93;650;Tuscany;Toscana;Cabernet Sauvignon;Carpineto
30172;Italy;93;660;Tuscany;Toscana;Red Blend;Casa di Terra
30183;Italy;88;420;Veneto;Amarone della Valpolicella;Red Blend;Domenico Fraccaroli
30187;Italy;88;270;Veneto;Valpolicella Classico Superiore Ripasso;Red Blend;Montecariano
30189;Italy;88;490;Veneto;Amarone della Valpolicella Classico;Red Blend;Giuseppe Lonardi
30195;Italy;88;250;Veneto;Valpolicella Classico Superiore;Red Blend;Novaia
30199;Italy;88;550;Veneto;Amarone della Valpolicella;Red Blend;Venturini Massimino
30213;Italy;87;150;Tuscany;Chianti Rufina;Red Blend;Fattoria di Grignano
30225;Italy;86;450;Tuscany;Chianti Rufina;Red Blend;Dreolino
30232;Italy;86;240;Tuscany;Chianti Classico;Red Blend;Sensi
30234;Italy;86;170;Tuscany;Chianti;Sangiovese;Fattoria Lavacchio
30235;Italy;86;310;Tuscany;Chianti Classico;Red Blend;Mannucci Droandi
30237;Italy;86;150;Tuscany;Chianti Colli Senesi;Sangiovese;Bindi Sergardi
30238;Italy;86;450;Tuscany;Chianti Classico;Red Blend;Cennatoio
30263;Italy;85;250;Northeastern Italy;Mitterberg;Gewürztraminer;Loacker
30271;Italy;90;380;Piedmont;Barbaresco;Nebbiolo;Musso
30287;Italy;90;570;Piedmont;Barolo;Nebbiolo;Brovia
30295;Italy;90;550;Piedmont;Nebbiolo d'Alba;Nebbiolo;Sandrone
30296;Italy;90;800;Piedmont;Barolo;Nebbiolo;Cascina Bruciata
30297;Italy;90;200;Piedmont;Colline Novaresi;Nebbiolo;Gilberto Boniperti
30303;Italy;89;150;Southern Italy;Salice Salentino;Negroamaro;Cantele
30309;Italy;89;200;Southern Italy;Primitivo di Manduria;Primitivo;Matané
30311;Italy;89;300;Southern Italy;Castel del Monte;Red Blend;Rivera
30318;Italy;89;200;Piedmont;Barbera d'Alba;Barbera;Paolo Scavino
30340;Italy;92;1100;Piedmont;Barolo;Nebbiolo;Conterno Fantino
30350;Italy;92;200;Piedmont;Barbera d'Alba;Barbera;Castello di Neive
30361;Italy;88;180;Sicily & Sardinia;Sicilia;Nero d'Avola;Morgante
30371;Italy;88;240;Southern Italy;Terre del Volturno;Pallagrello Nero;Selvanova
30375;Italy;88;150;Sicily & Sardinia;Sicilia;White Blend;Tasca d'Almerita
30379;Italy;88;300;Sicily & Sardinia;Sicilia;Chardonnay;Valle dell'Acate
30380;Italy;88;270;Southern Italy;Falerno del Massico;Red Blend;Villa Matilde
30382;Italy;88;290;Sicily & Sardinia;Sicilia;Syrah;Curto
30420;Italy;85;160;Piedmont;Moscato d'Asti;Moscato;Vino dei Fratelli
30426;Italy;85;150;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Terre di San Venanzio Fortunato
30432;Italy;85;130;Veneto;Prosecco;Glera;Canti
30444;Italy;85;170;Central Italy;Lambrusco Reggiano;Lambrusco;Cantina di Puianello
30446;Italy;85;160;Central Italy;Sangiovese di Romagna Superiore;Sangiovese;Villa Bagnolo
30449;Italy;85;110;Veneto;Venezia;Pinot Grigio;Pizzolato
30454;Italy;93;450;Tuscany;Bolgheri;Red Blend;Tenuta dei Pianali
30455;Italy;93;900;Tuscany;Bolgheri;Red Blend;Tenuta dell'Ornellaia
30459;Italy;93;390;Tuscany;Maremma;Petit Verdot;Podere San Cristoforo
30467;Italy;93;400;Tuscany;Bolgheri Superiore;Red Blend;Giorgio Meletti Cavallari
30473;Italy;93;600;Tuscany;Toscana;Red Blend;Caiarossa
30477;Italy;93;700;Tuscany;Toscana;Red Blend;Castellare di Castellina
30479;Italy;93;300;Tuscany;Toscana;Red Blend;Tua Rita
30495;Italy;88;470;Veneto;Amarone della Valpolicella;Red Blend;Antica Corte
30501;Italy;88;740;Veneto;Amarone della Valpolicella;Red Blend;La Collina dei Ciliegi
30504;Italy;88;200;Veneto;Valpolicella Ripasso Classico;Red Blend;Villa Spinosa
30510;Italy;86;450;Tuscany;Chianti Classico;Red Blend;Cennatoio
30526;Italy;86;200;Tuscany;Chianti;Red Blend;Fattoria di Sammontana
30533;Italy;86;150;Tuscany;Chianti Classico;Red Blend;Piccini
30534;Italy;86;190;Tuscany;Chianti Classico;Red Blend;Sensi
30537;Italy;86;130;Tuscany;Chianti Montalbano;Sangiovese;Tenuta Pierazzuoli
30539;Italy;86;180;Tuscany;Chianti;Sangiovese;Viticoltori Senesi Aretini
30542;Italy;89;600;Piedmont;Barolo;Nebbiolo;Negretti
30544;Italy;89;700;Piedmont;Barolo;Nebbiolo;Vite Colte
30547;Italy;89;450;Piedmont;Barolo;Nebbiolo;Prunotto
30548;Italy;89;790;Piedmont;Barolo;Nebbiolo;Beni di Batasiolo
30560;Italy;89;790;Piedmont;Barolo;Nebbiolo;Germano Angelo
30564;Italy;89;450;Piedmont;Barbaresco;Nebbiolo;Marchesi di Barolo
30569;Italy;89;480;Piedmont;Barolo;Nebbiolo;Paolo Scavino
30572;Italy;85;180;Lombardy;Lugana;Turbiana;Citari
30574;Italy;85;150;Veneto;Soave;Garganega;Corte Moschina
30600;Italy;89;150;Southern Italy;Salice Salentino;Negroamaro;Cantele
30601;Italy;89;390;Piedmont;Barolo;Nebbiolo;CarlindePaolo
30610;Italy;89;190;Southern Italy;Primitivo di Manduria;Primitivo;Leone de Castris
30618;Italy;89;200;Piedmont;Barbera d'Alba;Barbera;Giuseppe Cortese
30619;Italy;89;190;Southern Italy;Castel del Monte;Red Blend;Tormaresca
30620;Italy;89;230;Piedmont;Coste della Sesia;Nebbiolo;Travaglini
30625;Italy;89;220;Southern Italy;Salento;Red Blend;Palamà
30631;Italy;88;400;Sicily & Sardinia;Sicilia;Pinot Nero;Duca di Salaparuta
30633;Italy;88;180;Southern Italy;Falanghina del Sannio;Falanghina;Fontanavecchia
30647;Italy;88;150;Sicily & Sardinia;Terre Siciliane;Red Blend;Corvo
30657;Italy;88;210;Southern Italy;Taburno;Piedirosso;Fattoria La Rivolta
30659;Italy;88;250;Southern Italy;Irpinia;Aglianico;Feudi di San Gregorio
30680;Italy;92;900;Piedmont;Barolo;Nebbiolo;Marchesi di Barolo
30688;Italy;92;790;Piedmont;Barolo;Nebbiolo;Beni di Batasiolo
30689;Italy;92;950;Piedmont;Barolo;Nebbiolo;Brovia
30696;Italy;92;410;Tuscany;Toscana;Red Blend;I Giusti e Zanza
30707;Italy;92;550;Central Italy;Sagrantino di Montefalco;Sagrantino;Tenuta Bellafonte
30725;Italy;85;230;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Zardetto
30726;Italy;84;110;Veneto;Veneto;Pinot Grigio;Domenico Cavazza
30735;Italy;84;150;Veneto;Prosecco;Glera;Foss Marai
30737;Italy;84;160;Central Italy;Emilia;Lambrusco;Bertolani
30738;Italy;84;190;Piedmont;Asti;Moscato;Bera
30739;Italy;84;110;Central Italy;Lambrusco Reggiano;Lambrusco;Cantina di Puianello
30741;Italy;84;180;Central Italy;Lambrusco Grasparossa di Castelvetro;Lambrusco;La Battagliola
30742;Italy;84;150;Central Italy;Colli Bolognesi;Pignoletto;La Mancina
30743;Italy;84;200;Central Italy;Sangiovese di Romagna Superiore;Sangiovese;Stefano Berti
30745;Italy;84;60;Southern Italy;Puglia;Moscato;Santero
30746;Italy;84;180;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Valdellövo
30747;Italy;84;150;Central Italy;Emilia;Lambrusco;Venturini Baldini
30750;Italy;92;300;Tuscany;Bolgheri Superiore;Red Blend;Ceralti
30755;Italy;92;750;Tuscany;Bolgheri Superiore;Red Blend;Grattamacco
30756;Italy;92;610;Tuscany;Val di Cornia Suvereto;Merlot;Gualdo del Re
30757;Italy;92;560;Tuscany;Bolgheri Superiore;Red Blend;Caccia al Piano 1868
30764;Italy;92;750;Tuscany;Toscana;Red Blend;Monteverro
30765;Italy;92;300;Tuscany;Toscana;Syrah;Renieri
30769;Italy;92;600;Tuscany;Toscana;Merlot;Ceralti
30770;Italy;92;650;Tuscany;Toscana;Red Blend;Castello di Bossi
30771;Italy;92;770;Tuscany;Toscana;Red Blend;Castiglion del Bosco
30777;Italy;92;750;Tuscany;Toscana;White Blend;Le Macchiole
30783;Italy;88;190;Veneto;Valpolicella Superiore Ripasso;Red Blend;Tenuta Sant'Antonio
30785;Italy;88;350;Veneto;Amarone della Valpolicella Classico;Red Blend;Scriani
30797;Italy;88;300;Northeastern Italy;Collio;Friulano;Mario Schiopetto
30808;Italy;88;860;Veneto;Amarone della Valpolicella Classico;Red Blend;Rubinelli Vajol
30809;Italy;88;400;Veneto;Amarone della Valpolicella;Red Blend;Pasqua
30811;Italy;86;140;Tuscany;Chianti;Red Blend;Fattoria Uccelliera
30813;Italy;86;150;Tuscany;Chianti;Red Blend;Bartali
30814;Italy;86;130;Tuscany;Chianti;Sangiovese;Tenuta San Jacopo
30826;Italy;86;130;Tuscany;Chianti Classico;Red Blend;Coli
30832;Italy;86;180;Tuscany;Chianti Rufina;Red Blend;Fattoria di Grignano
