Vintage;Country;County;Points;Price;Province
01/01/2008;Italy;Friuli Isonzo;89;28;Northeastern Italy
01/01/2008;Italy;Chianti Classico;88;25;Tuscany
01/01/2008;Italy;Sicilia;90;40;Sicily & Sardinia
01/01/2008;Italy;Chianti Classico;89;45;Tuscany
01/01/2008;Italy;Curtefranca;88;26;Lombardy
01/01/2008;Italy;Valpolicella Classico Superiore Ripasso;87;19;Veneto
01/01/2008;Italy;Montepulciano d Abruzzo;90;60;Central Italy
01/01/2008;France;Sancerre;94;36;Loire Valley
01/01/2008;France;Faugères;91;25;Languedoc Roussillon
01/01/2008;Italy;Veneto;87;28;Veneto
01/01/2008;France;Vin de Pays des Côtes de Gascogne;86;12;Southwest France
01/01/2008;France;;90;42;Bordeaux
01/01/2008;Italy;Sangiovese di Romagna Superiore;88;38;Central Italy
01/01/2008;France;Champagne;90;200;Champagne
01/01/2008;Italy;Soave;89;18;Veneto
01/01/2008;Italy;Venezia Giulia;90;37;Northeastern Italy
01/01/2008;Italy;Moscato d Asti;86;13;Piedmont
01/01/2008;Italy;Amarone della Valpolicella Classico;87;80;Veneto
01/01/2008;Italy;Delle Venezie;86;16;Northeastern Italy
01/01/2008;Italy;Sicilia;86;19;Sicily & Sardinia
01/01/2008;France;Coteaux du Languedoc;91;29;Languedoc Roussillon
01/01/2008;France;Champagne;94;120;Champagne
01/01/2008;Italy;ForlÃ¬;87;38;Central Italy
01/01/2008;France;Mâcon Verze;87;14;Burgundy
01/01/2008;Italy;Toscana;89;49;Tuscany
01/01/2008;Italy;Barbaresco;93;100;Piedmont
01/01/2008;France;Vin de Pays du Comté Tolosan;85;10;Southwest France
01/01/2008;Italy;Sicilia;88;9;Sicily & Sardinia
01/01/2008;Italy;Toscana;88;24;Tuscany
01/01/2008;France;Ventoux;88;15;Rhône Valley
01/01/2008;France;Champagne;94;65;Champagne
01/01/2008;France;Jurançon;90;24;Southwest France
01/01/2008;France;Coteaux du Languedoc;91;63;Languedoc Roussillon
01/01/2008;France;Pouilly Fuissé;88;46;Burgundy
01/01/2008;France;Pécharmant;93;42;Southwest France
01/01/2008;Italy;Lison Pramaggiore;88;45;Veneto
01/01/2008;France;Champagne;92;40;Champagne
01/01/2008;France;Meursault;91;69;Burgundy
01/01/2008;Italy;Puglia;86;35;Southern Italy
01/01/2008;France;Menetou Salon;87;23;Loire Valley
01/01/2008;France;Mâcon Lugny;86;15;Burgundy
01/01/2008;France;Meursault;91;49;Burgundy
01/01/2008;France;Chinon;90;18;Loire Valley
01/01/2008;France;Champagne;92;55;Champagne
01/01/2008;France;Cahors;86;15;Southwest France
01/01/2008;Italy;Sicilia;91;42;Sicily & Sardinia
01/01/2008;Italy;Emilia Romagna;87;19;Central Italy
01/01/2008;Italy;Toscana;91;75;Tuscany
01/01/2008;France;Chassagne Montrachet;92;93;Burgundy
01/01/2008;France;Crémant de Bourgogne;89;20;Burgundy
01/01/2008;Italy;Barolo;90;105;Piedmont
01/01/2008;Italy;Rosso Piceno;90;65;Central Italy
01/01/2008;Italy;Barolo;91;66;Piedmont
01/01/2008;Italy;Gavi;87;19;Piedmont
01/01/2008;France;Vin de Pays d Oc;85;9;Languedoc Roussillon
01/01/2008;Italy;Maremma Toscana;89;40;Tuscany
01/01/2008;France;Jurançon;92;50;Southwest France
01/01/2008;Italy;Alto Adige;91;30;Northeastern Italy
01/01/2008;France;Nuits St. Georges;91;120;Burgundy
01/01/2008;France;Chablis;92;35;Burgundy
01/01/2008;Italy;Sagrantino di Montefalco;90;33;Central Italy
01/01/2008;Italy;Soave Classico;90;45;Veneto
01/01/2008;Italy;Maremma Toscana;86;87;Tuscany
01/01/2008;France;Cahors;89;70;Southwest France
01/01/2008;Italy;Toscana;90;90;Tuscany
01/01/2008;Italy;Barolo;90;85;Piedmont
01/01/2008;Italy;Brunello di Montalcino;91;99;Tuscany
01/01/2008;Italy;Recioto della Valpolicella Classico;88;50;Veneto
01/01/2008;Italy;Brunello di Montalcino;91;200;Tuscany
01/01/2008;Italy;Brunello di Montalcino;90;85;Tuscany
01/01/2008;Italy;Alto Adige;89;20;Northeastern Italy
01/01/2008;Italy;Barbaresco;86;60;Piedmont
01/01/2008;Italy;Barolo;99;595;Piedmont
01/01/2008;Italy;Barbaresco;92;57;Piedmont
01/01/2008;Italy;Amarone della Valpolicella Classico;87;80;Veneto
01/01/2008;Italy;Alta Langa;87;25;Piedmont
01/01/2008;Italy;Chianti Classico;89;35;Tuscany
01/01/2008;France;Minervois;87;12;Languedoc Roussillon
01/01/2008;Italy;Amarone della Valpolicella Classico;88;50;Veneto
01/01/2008;Italy;Montefalco Sagrantino;92;54;Central Italy
01/01/2008;France;Vin de Pays d Oc;86;13;Languedoc Roussillon
01/01/2008;Italy;Amarone della Valpolicella Classico;90;75;Veneto
01/01/2008;Italy;Vernaccia di San Gimignano;88;25;Tuscany
01/01/2008;Italy;Chianti Classico;85;29;Tuscany
01/01/2008;Italy;Sicilia;87;19;Sicily & Sardinia
01/01/2008;Italy;Sicilia;90;40;Sicily & Sardinia
01/01/2008;Italy;Amarone della Valpolicella Classico;91;70;Veneto
01/01/2008;Italy;Vermentino di Gallura;86;14;Sicily & Sardinia
01/01/2008;Italy;Prosecco Superiore di Cartizze;90;30;Veneto
01/01/2008;France;Côtes du Roussillon Villages;87;62;Languedoc Roussillon
01/01/2009;France;Champagne;91;60;Champagne
01/01/2009;Italy;Vino Nobile di Montepulciano;88;37;Tuscany
01/01/2009;Italy;Sicilia;87;52;Sicily & Sardinia
01/01/2009;Italy;Valpolicella Classico Superiore Ripasso;88;22;Veneto
01/01/2009;France;Beaune;87;79;Burgundy
01/01/2009;France;Chambolle Musigny;91;135;Burgundy
01/01/2009;France;Côtes du Rhône;87;15;Rhône Valley
01/01/2009;France;Puligny Montrachet;93;100;Burgundy
01/01/2009;France;Puligny Montrachet;91;75;Burgundy
01/01/2009;Italy;Valpolicella Superiore Ripasso;87;27;Veneto
01/01/2009;Italy;Chianti Classico;88;53;Tuscany
01/01/2009;Italy;Cortona;87;35;Tuscany
01/01/2009;Italy;Chianti Classico;88;40;Tuscany
01/01/2009;France;Chablis;92;40;Burgundy
01/01/2009;France;Pouilly Fuissé;92;30;Burgundy
01/01/2009;Italy;Umbria;86;12;Central Italy
01/01/2009;Italy;Valpolicella Classico Superiore Ripasso;86;25;Veneto
01/01/2009;France;Côtes de Provence;87;17;Provence
01/01/2009;Italy;Etna;87;45;Sicily & Sardinia
01/01/2009;Italy;Chianti Classico;87;15;Tuscany
01/01/2009;Italy;Sangiovese di Romagna;88;11;Central Italy
01/01/2009;Italy;Amarone della Valpolicella Classico;88;140;Veneto
01/01/2009;Italy;Barolo;89;45;Piedmont
01/01/2009;France;Juliénas;90;19;Beaujolais
01/01/2009;France;Bordeaux Supérieur;87;14;Bordeaux
01/01/2009;Italy;Colline Pescaresi;87;16;Central Italy
01/01/2009;France;Châteauneuf du Pape;92;53;Rhône Valley
01/01/2009;Italy;Alto Adige;88;23;Northeastern Italy
01/01/2009;Italy;Noto;90;43;Sicily & Sardinia
01/01/2009;Italy;Sagrantino di Montefalco;95;70;Central Italy
01/01/2009;Italy;Veneto;85;14;Veneto
01/01/2009;France;Costières de Nîmes;89;18;Rhône Valley
01/01/2009;Italy;Toscana;92;60;Tuscany
01/01/2009;Italy;Montepulciano d Abruzzo Cerasuolo;86;13;Central Italy
01/01/2009;Italy;Franciacorta;87;41;Lombardy
01/01/2009;Italy;Taurasi;94;70;Southern Italy
01/01/2009;Italy;Lessona;89;52;Piedmont
01/01/2009;Italy;Toscana;92;39;Tuscany
01/01/2009;France;Cahors;90;18;Southwest France
01/01/2009;France;Auxey Duresses;87;46;Burgundy
01/01/2009;Italy;Chianti Classico;92;45;Tuscany
01/01/2009;France;Vin de Pays de la Méditerranée;91;17;France Other
01/01/2009;Italy;Chianti Classico;87;29;Tuscany
01/01/2009;Italy;Sicilia;86;15;Sicily & Sardinia
01/01/2009;Italy;Brunello di Montalcino;87;40;Tuscany
01/01/2009;Italy;Sicilia;86;11;Sicily & Sardinia
01/01/2009;Italy;Gattinara;92;120;Piedmont
01/01/2009;Italy;Trento;91;30;Northeastern Italy
01/01/2009;Italy;Toscana;89;70;Tuscany
01/01/2009;Italy;Franciacorta;90;40;Lombardy
01/01/2009;Italy;Colli Orientali del Friuli;90;44;Northeastern Italy
01/01/2009;Italy;Barolo;90;64;Piedmont
01/01/2009;France;Bordeaux Supérieur;84;20;Bordeaux
01/01/2009;France;Coteaux du Languedoc Pic Saint Loup;88;21;Languedoc Roussillon
01/01/2009;Italy;Puglia;84;15;Southern Italy
01/01/2009;Italy;Chianti Classico;88;34;Tuscany
01/01/2009;France;Volnay;94;149;Burgundy
01/01/2009;Italy;Rubicone;84;17;Central Italy
01/01/2009;France;Alsace;92;94;Alsace
01/01/2009;Italy;Toscana;91;90;Tuscany
01/01/2009;France;Bourgogne;87;18;Burgundy
01/01/2009;France;Var;89;40;Provence
01/01/2009;Italy;Valtellina Superiore;90;48;Lombardy
01/01/2009;Italy;Chianti Classico;87;30;Tuscany
01/01/2009;France;Alsace;89;35;Alsace
01/01/2009;Italy;Amarone della Valpolicella Classico;93;90;Veneto
01/01/2009;Italy;Amarone della Valpolicella Classico;90;75;Veneto
01/01/2009;France;Vouvray;82;14;Loire Valley
01/01/2009;France;Champagne;95;469;Champagne
01/01/2009;Italy;Barolo;94;89;Piedmont
01/01/2009;Italy;Toscana;92;41;Tuscany
01/01/2009;Italy;Salento;89;12;Southern Italy
01/01/2009;France;Puligny Montrachet;93;145;Burgundy
01/01/2009;Italy;Chianti Classico;89;35;Tuscany
01/01/2009;France;Crozes Hermitage;91;42;Rhône Valley
01/01/2009;France;Cahors;91;23;Southwest France
01/01/2009;France;Châteauneuf du Pape;90;68;Rhône Valley
01/01/2009;France;Haut Médoc;88;23;Bordeaux
01/01/2009;France;Saint Chinian;87;14;Languedoc Roussillon
01/01/2009;France;Alsace;87;30;Alsace
01/01/2009;France;Muscadet Coteaux de la Loire;86;12;Loire Valley
01/01/2009;Italy;Amarone della Valpolicella Classico;89;56;Veneto
01/01/2009;Italy;Valpolicella Classico Superiore Ripasso;89;29;Veneto
01/01/2009;Italy;Barolo;86;45;Piedmont
01/01/2009;France;Cahors;90;25;Southwest France
01/01/2009;Italy;Taurasi;94;34;Southern Italy
01/01/2009;France;Pouilly Fumé;92;35;Loire Valley
01/01/2009;Italy;Dolcetto d Alba;86;18;Piedmont
01/01/2009;Italy;Dolcetto d Acqui;87;12;Piedmont
01/01/2009;Italy;Chianti Classico;88;55;Tuscany
01/01/2009;France;Côtes du Rhône;89;15;Rhône Valley
01/01/2009;France;Champagne;91;122;Champagne
01/01/2009;Italy;Toscana;87;15;Tuscany
01/01/2009;Italy;Valpolicella Classico Superiore Ripasso;89;25;Veneto
01/01/2009;Italy;Barolo;91;82;Piedmont
01/01/2009;Italy;Brunello di Montalcino;86;39;Tuscany
01/01/2009;Italy;Montepulciano d Abruzzo Colline Teramane;87;30;Central Italy
01/01/2009;Italy;Barbera d Asti Superiore;88;19;Piedmont
01/01/2009;France;Madiran;93;25;Southwest France
01/01/2009;Italy;Sicilia;87;17;Sicily & Sardinia
01/01/2009;France;Alsace;91;40;Alsace
01/01/2009;Italy;Colline Novaresi;90;19;Piedmont
01/01/2009;Italy;Valpolicella Superiore;87;25;Veneto
01/01/2009;Italy;Venezie;84;20;Northeastern Italy
01/01/2009;France;Côtes du Rhône Villages;86;29;Rhône Valley
01/01/2009;France;Touraine;88;16;Loire Valley
01/01/2009;France;Côtes de Provence;86;16;Provence
01/01/2009;France;Chambolle Musigny;92;125;Burgundy
01/01/2009;Italy;Langhe;95;495;Piedmont
01/01/2009;Italy;Toscana;90;90;Tuscany
01/01/2009;France;Brouilly;90;24;Beaujolais
01/01/2009;Italy;Sicilia;90;60;Sicily & Sardinia
01/01/2009;Italy;Trento;92;60;Northeastern Italy
01/01/2009;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;94;55;Central Italy
01/01/2009;Italy;Chianti;85;23;Tuscany
01/01/2009;Italy;Colli di Luni;87;20;Northwestern Italy
01/01/2009;Italy;Sicilia;88;18;Sicily & Sardinia
01/01/2009;Italy;Orvieto Classico;83;11;Central Italy
01/01/2009;Italy;Toscana;87;18;Tuscany
01/01/2009;Italy;Soave Classico;86;15;Veneto
01/01/2009;Italy;Chianti Classico;89;30;Tuscany
01/01/2009;Italy;Barbaresco;90;90;Piedmont
01/01/2009;Italy;Bolgheri;91;42;Tuscany
01/01/2009;France;Chablis;93;137;Burgundy
01/01/2009;Italy;Vino Nobile di Montepulciano;88;35;Tuscany
01/01/2009;France;Bordeaux;85;11;Bordeaux
01/01/2009;Italy;Cerasuolo di Vittoria;87;21;Sicily & Sardinia
01/01/2009;Italy;Primitivo di Manduria;88;27;Southern Italy
01/01/2009;France;Cahors;88;16;Southwest France
01/01/2009;France;Ventoux;86;16;Rhône Valley
01/01/2009;Italy;Dolcetto d Alba;86;23;Piedmont
01/01/2009;France;Beaune;93;107;Burgundy
01/01/2009;Italy;Roero;87;30;Piedmont
01/01/2009;Italy;Toscana;92;120;Tuscany
01/01/2009;Italy;Barolo;92;55;Piedmont
01/01/2009;Italy;Barbaresco;91;60;Piedmont
01/01/2009;Italy;Umbria;86;14;Central Italy
01/01/2009;Italy;Sicilia;83;14;Sicily & Sardinia
01/01/2009;Italy;Brunello di Montalcino;89;48;Tuscany
01/01/2009;Italy;Toscana;90;25;Tuscany
01/01/2009;Italy;Rosso Piceno Superiore;89;55;Central Italy
01/01/2009;Italy;Vermentino di Sardegna;87;20;Sicily & Sardinia
01/01/2009;France;Coteaux d Aix en Provence;87;40;Provence
01/01/2009;Italy;Barolo;90;82;Piedmont
01/01/2009;France;Coteaux d Aix en Provence;87;26;Provence
01/01/2009;Italy;Chianti Classico;90;30;Tuscany
01/01/2009;France;Cahors;89;20;Southwest France
01/01/2009;France;Cornas;93;50;Rhône Valley
01/01/2009;France;Coteaux d Aix en Provence;88;30;Provence
01/01/2009;Italy;Toscana;88;17;Tuscany
01/01/2009;Italy;Barbaresco;89;54;Piedmont
01/01/2009;Italy;Franciacorta;90;49;Lombardy
01/01/2009;Italy;Sicilia;91;48;Sicily & Sardinia
01/01/2009;Italy;Barolo;87;80;Piedmont
01/01/2009;France;Haut Médoc;87;19;Bordeaux
01/01/2009;France;Bordeaux Supérieur;85;15;Bordeaux
01/01/2009;France;Alsace;91;45;Alsace
01/01/2009;Italy;Piave;87;14;Veneto
01/01/2009;Italy;Chianti Classico;87;14;Tuscany
01/01/2009;Italy;Alto Adige;87;35;Northeastern Italy
01/01/2009;France;Cahors;90;25;Southwest France
01/01/2009;Italy;Cesanese del Piglio;89;21;Central Italy
01/01/2009;France;Alsace;89;37;Alsace
01/01/2009;Italy;Dolcetto d Alba;86;14;Piedmont
01/01/2009;France;Anjou;87;19;Loire Valley
01/01/2009;Italy;Alto Adige;90;22;Northeastern Italy
01/01/2009;Italy;Alta Langa;88;24;Piedmont
01/01/2009;France;Meursault;88;95;Burgundy
01/01/2009;France;Cahors;91;15;Southwest France
01/01/2009;Italy;Chianti Classico;88;95;Tuscany
01/01/2009;Italy;Chianti Classico;88;25;Tuscany
01/01/2009;France;Clos de la Roche;96;304;Burgundy
01/01/2009;France;Bordeaux Supérieur;87;20;Bordeaux
01/01/2009;France;Corton;93;129;Burgundy
01/01/2009;France;Chassagne Montrachet;88;75;Burgundy
01/01/2009;France;Crozes Hermitage;90;42;Rhône Valley
01/01/2009;Italy;Alto Adige;87;16;Northeastern Italy
01/01/2009;Italy;Chianti Classico;86;35;Tuscany
01/01/2009;Italy;Chianti Classico;91;27;Tuscany
01/01/2009;France;Sancerre;87;26;Loire Valley
01/01/2009;Italy;Brunello di Montalcino;87;58;Tuscany
01/01/2009;Italy;Verdicchio dei Castelli di Jesi;86;15;Central Italy
01/01/2009;Italy;Cilento;87;17;Southern Italy
01/01/2009;France;Champagne;92;75;Champagne
01/01/2009;France;Cahors;88;16;Southwest France
01/01/2009;Italy;Sicilia;90;26;Sicily & Sardinia
01/01/2009;France;Vin de Pays d Oc;84;10;Languedoc Roussillon
01/01/2009;France;Alsace;91;35;Alsace
01/01/2009;France;Cahors;91;24;Southwest France
01/01/2009;France;Vacqueyras;89;22;Rhône Valley
01/01/2009;France;Crozes Hermitage;90;60;Rhône Valley
01/01/2009;France;Morgon;92;22;Beaujolais
01/01/2009;Italy;Lugana;86;22;Lombardy
01/01/2009;Italy;Puglia;86;20;Southern Italy
01/01/2009;France;Saint Aubin;91;40;Burgundy
01/01/2009;France;Chablis;92;50;Burgundy
01/01/2009;France;Alsace;87;15;Alsace
01/01/2009;France;Vouvray;88;22;Loire Valley
01/01/2009;Italy;Toscana;91;65;Tuscany
01/01/2009;France;Chablis;91;120;Burgundy
01/01/2009;France;Madiran;90;16;Southwest France
01/01/2009;Italy;Vino Spumante;90;33;Italy Other
01/01/2009;France;Madiran;91;50;Southwest France
01/01/2009;Italy;Amarone della Valpolicella Classico;92;70;Veneto
01/01/2009;Italy;Veneto;88;37;Veneto
01/01/2009;France;Meursault;93;105;Burgundy
01/01/2009;France;Vouvray;89;111;Loire Valley
01/01/2009;Italy;Rosso di Montalcino;88;33;Tuscany
01/01/2009;Italy;Valpolicella Classico;84;16;Veneto
01/01/2009;France;Côtes du Roussillon Villages;86;24;Languedoc Roussillon
01/01/2009;France;Côtes de Provence;87;20;Provence
01/01/2009;France;Meursault;88;75;Burgundy
01/01/2009;France;Cahors;91;25;Southwest France
01/01/2009;France;Champagne;89;45;Champagne
01/01/2009;Italy;Maremma Toscana;89;49;Tuscany
01/01/2009;France;Hautes Côtes de Nuits;86;24;Burgundy
01/01/2009;Italy;Amarone della Valpolicella Classico;90;69;Veneto
01/01/2009;Italy;Sannio;90;33;Southern Italy
01/01/2009;Italy;Alto Adige;90;23;Northeastern Italy
01/01/2009;Italy;Chianti Classico;91;60;Tuscany
01/01/2009;France;Chablis;88;20;Burgundy
01/01/2009;France;Cahors;91;20;Southwest France
01/01/2009;Italy;Montepulciano d Abruzzo;84;37;Central Italy
01/01/2009;France;Côtes du Rhône;91;24;Rhône Valley
01/01/2009;Italy;Sicilia;83;10;Sicily & Sardinia
01/01/2009;France;Cornas;89;58;Rhône Valley
01/01/2009;Italy;Venezia Giulia;90;45;Northeastern Italy
01/01/2009;Italy;Vino Nobile di Montepulciano;94;54;Tuscany
01/01/2009;France;Vacqueyras;91;31;Rhône Valley
01/01/2009;Italy;Colli Piacentini;84;20;Central Italy
01/01/2009;Italy;Friuli Isonzo;92;39;Northeastern Italy
01/01/2009;Italy;Colli Orientali del Friuli;90;29;Northeastern Italy
01/01/2009;Italy;Chianti Classico;90;28;Tuscany
01/01/2009;France;Alsace;87;22;Alsace
01/01/2009;Italy;Barolo;85;102;Piedmont
01/01/2009;Italy;Barolo;92;70;Piedmont
01/01/2009;Italy;Valpolicella Classico Superiore Ripasso;90;26;Veneto
01/01/2009;Italy;Puglia;86;25;Southern Italy
01/01/2009;France;Echézeaux;95;370;Burgundy
01/01/2009;Italy;Salento;85;11;Southern Italy
01/01/2009;Italy;Soave Classico;87;39;Veneto
01/01/2009;France;Beaujolais;86;15;Beaujolais
01/01/2009;Italy;Colli Orientali del Friuli;90;25;Northeastern Italy
01/01/2009;France;Sainte Foy Bordeaux;87;59;Bordeaux
01/01/2009;Italy;Umbria;87;18;Central Italy
01/01/2009;France;Alsace;86;24;Alsace
01/01/2009;France;Beaune;92;112;Burgundy
01/01/2009;Italy;Toscana;92;30;Tuscany
01/01/2009;Italy;Amarone della Valpolicella;85;47;Veneto
01/01/2009;France;Bordeaux Supérieur;87;17;Bordeaux
01/01/2009;Italy;Amarone della Valpolicella;90;78;Veneto
01/01/2009;Italy;Umbria;91;49;Central Italy
01/01/2009;Italy;Brunello di Montalcino;86;80;Tuscany
01/01/2009;France;Cornas;93;84;Rhône Valley
01/01/2009;Italy;Bolgheri Superiore;92;33;Tuscany
01/01/2009;Italy;Franciacorta;87;45;Lombardy
01/01/2009;Italy;Brunello di Montalcino;90;81;Tuscany
01/01/2009;France;Châteauneuf du Pape;92;44;Rhône Valley
01/01/2009;France;Saint Joseph;87;28;Rhône Valley
01/01/2009;France;Madiran;94;20;Southwest France
01/01/2009;France;Sauternes;90;40;Bordeaux
01/01/2009;Italy;Isola dei Nuraghi;89;30;Sicily & Sardinia
01/01/2009;France;Saint Aubin;86;30;Burgundy
01/01/2009;Italy;Chianti Classico;91;30;Tuscany
01/01/2009;France;Bourgogne;88;26;Burgundy
01/01/2009;Italy;Salina;93;66;Sicily & Sardinia
01/01/2009;France;Côtes du Rhône;89;14;Rhône Valley
01/01/2009;Italy;Friuli Isonzo;89;28;Northeastern Italy
01/01/2009;Italy;Sicilia;89;45;Sicily & Sardinia
01/01/2009;Italy;Chianti Classico;90;38;Tuscany
01/01/2009;France;Vouvray;97;69;Loire Valley
01/01/2009;France;Madiran;94;40;Southwest France
01/01/2009;Italy;Cortona;87;45;Tuscany
01/01/2009;Italy;Venezia Giulia;86;22;Northeastern Italy
01/01/2009;France;Cahors;91;25;Southwest France
01/01/2009;France;Bourgogne;87;35;Burgundy
01/01/2009;Italy;Barbaresco;91;65;Piedmont
01/01/2009;Italy;Lacryma Christi del Vesuvio;85;18;Southern Italy
01/01/2009;France;Saumur Champigny;89;24;Loire Valley
01/01/2009;Italy;Toscana;86;13;Tuscany
01/01/2009;Italy;Chianti Classico;88;17;Tuscany
01/01/2009;France;Gaillac;93;45;Southwest France
01/01/2009;Italy;Rosso di Montalcino;88;36;Tuscany
01/01/2009;Italy;Barolo;90;55;Piedmont
01/01/2009;France;Beaune;88;41;Burgundy
01/01/2009;France;Vin de Pays d Oc;87;13;Languedoc Roussillon
01/01/2009;France;Champagne;92;100;Champagne
01/01/2009;France;Cahors;89;19;Southwest France
01/01/2009;France;Alsace;95;74;Alsace
01/01/2009;Italy;Brunello di Montalcino;87;58;Tuscany
01/01/2009;Italy;Montepulciano d Abruzzo;84;14;Central Italy
01/01/2009;Italy;Amarone della Valpolicella Classico;92;107;Veneto
01/01/2009;Italy;Toscana;88;15;Tuscany
01/01/2009;Italy;Alto Adige;88;29;Northeastern Italy
01/01/2009;France;Sancerre;89;50;Loire Valley
01/01/2009;Italy;Barolo;92;75;Piedmont
01/01/2009;Italy;Barolo;93;98;Piedmont
01/01/2009;France;Vin de Pays d Oc;86;14;Languedoc Roussillon
01/01/2009;France;Romanée St. Vivant;93;425;Burgundy
01/01/2009;France;Champagne;89;100;Champagne
01/01/2009;Italy;Delle Venezie;87;16;Northeastern Italy
01/01/2009;Italy;Brunello di Montalcino;87;60;Tuscany
01/01/2009;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;87;17;Central Italy
01/01/2009;Italy;Aglianico del Vulture;87;11;Southern Italy
01/01/2009;Italy;Barolo;91;50;Piedmont
01/01/2009;Italy;Primitivo di Manduria;88;42;Southern Italy
01/01/2009;Italy;Lugana;88;22;Lombardy
01/01/2009;France;Cahors;92;30;Southwest France
01/01/2009;Italy;Sicilia;86;17;Sicily & Sardinia
01/01/2009;France;Mâcon Pierreclos;85;25;Burgundy
01/01/2009;France;Ventoux;88;12;Rhône Valley
01/01/2009;France;Cornas;91;50;Rhône Valley
01/01/2009;Italy;Veneto;90;35;Veneto
01/01/2010;France;Chablis;90;35;Burgundy
01/01/2010;Italy;Brunello di Montalcino;91;65;Tuscany
01/01/2010;France;Volnay;91;90;Burgundy
01/01/2010;Italy;Chianti Classico;88;55;Tuscany
01/01/2010;France;Côtes de Provence;86;20;Provence
01/01/2010;Italy;Bolgheri;90;40;Tuscany
01/01/2010;Italy;Cesanese del Piglio;88;16;Central Italy
01/01/2010;Italy;Toscana;93;160;Tuscany
01/01/2010;Italy;Vino Nobile di Montepulciano;88;50;Tuscany
01/01/2010;Italy;Umbria;88;30;Central Italy
01/01/2010;Italy;Vino Nobile di Montepulciano;93;50;Tuscany
01/01/2010;France;Juliénas;87;13;Beaujolais
01/01/2010;France;Vouvray;93;30;Loire Valley
01/01/2010;France;Châteauneuf du Pape;90;20;Rhône Valley
01/01/2010;Italy;Brunello di Montalcino;89;80;Tuscany
01/01/2010;Italy;Amarone della Valpolicella Classico;93;70;Veneto
01/01/2010;France;Bordeaux Supérieur;85;19;Bordeaux
01/01/2010;France;Bandol;93;29;Provence
01/01/2010;Italy;Bolgheri;91;60;Tuscany
01/01/2010;France;Bergerac;87;14;Southwest France
01/01/2010;France;Côtes du Rhône Villages;87;14;Rhône Valley
01/01/2010;France;Alsace;95;70;Alsace
01/01/2010;France;Chinon;92;19;Loire Valley
01/01/2010;France;Châteauneuf du Pape;94;141;Rhône Valley
01/01/2010;France;Pouilly Fumé;91;27;Loire Valley
01/01/2010;France;Chinon;91;50;Loire Valley
01/01/2010;Italy;Roero;87;40;Piedmont
01/01/2010;Italy;Chianti Classico;91;35;Tuscany
01/01/2010;France;Côtes de Provence;86;17;Provence
01/01/2010;France;Crozes Hermitage;90;40;Rhône Valley
01/01/2010;Italy;Lambrusco di Modena;90;30;Central Italy
01/01/2010;France;Champagne;90;30;Champagne
01/01/2010;France;Gevrey Chambertin;91;94;Burgundy
01/01/2010;France;Luberon;85;25;Rhône Valley
01/01/2010;Italy;Sicilia;86;8;Sicily & Sardinia
01/01/2010;France;Rully;92;35;Burgundy
01/01/2010;France;Montagny;89;33;Burgundy
01/01/2010;Italy;Chianti Classico;88;35;Tuscany
01/01/2010;France;Les Baux de Provence;90;25;Provence
01/01/2010;France;Pouilly Fuissé;87;24;Burgundy
01/01/2010;Italy;Brunello di Montalcino;95;85;Tuscany
01/01/2010;Italy;Toscana;94;175;Tuscany
01/01/2010;Italy;Barolo;90;115;Piedmont
01/01/2010;Italy;Morellino di Scansano;89;27;Tuscany
01/01/2010;Italy;Cannonau di Sardegna;89;49;Sicily & Sardinia
01/01/2010;Italy;Brunello di Montalcino;90;80;Tuscany
01/01/2010;Italy;Barolo;96;110;Piedmont
01/01/2010;Italy;Bolgheri;88;18;Tuscany
01/01/2010;Italy;Barbaresco;92;50;Piedmont
01/01/2010;Italy;Brunello di Montalcino;89;107;Tuscany
01/01/2010;France;Condrieu;86;85;Rhône Valley
01/01/2010;Italy;Chianti Classico;90;30;Tuscany
01/01/2010;France;Touraine;85;14;Loire Valley
01/01/2010;France;Sancerre;89;30;Loire Valley
01/01/2010;France;Cahors;84;17;Southwest France
01/01/2010;Italy;Barolo;90;60;Piedmont
01/01/2010;France;Bordeaux;90;15;Bordeaux
01/01/2010;France;Montagne Saint Émilion;89;35;Bordeaux
01/01/2010;Italy;Toscana;89;24;Tuscany
01/01/2010;Italy;Barolo;94;40;Piedmont
01/01/2010;Italy;Veneto;90;19;Veneto
01/01/2010;France;Meursault;90;105;Burgundy
01/01/2010;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;82;25;Central Italy
01/01/2010;France;Bordeaux;87;15;Bordeaux
01/01/2010;France;Côte de Brouilly;88;20;Beaujolais
01/01/2010;France;Côtes de Provence;84;19;Provence
01/01/2010;Italy;Barolo;90;45;Piedmont
01/01/2010;France;Cadillac Côtes de Bordeaux;91;60;Bordeaux
01/01/2010;Italy;Sicilia;82;16;Sicily & Sardinia
01/01/2010;Italy;Sicilia;89;25;Sicily & Sardinia
01/01/2010;Italy;Carema;94;60;Piedmont
01/01/2010;France;Chablis;92;85;Burgundy
01/01/2010;Italy;Lugana;85;31;Lombardy
01/01/2010;France;Coteaux d Aix en Provence;92;25;Provence
01/01/2010;Italy;Toscana;87;12;Tuscany
01/01/2010;France;Muscadet Sèvre et Maine;90;28;Loire Valley
01/01/2010;Italy;Sicilia;86;14;Sicily & Sardinia
