id;country;designation;points;price;province;region_1;winery
20357;Italy;Villa Bucci Riserva;94;55;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Bucci
20398;Italy;Triskelè;89;40;Sicily & Sardinia;Terre Siciliane;Duca di Salaparuta
20400;Italy;Hermes;89;37;Sicily & Sardinia;Isola dei Nuraghi;Tenute Soletta
20402;Italy;C'D'C';89;18;Sicily & Sardinia;Terre Siciliane;Baglio del Cristo di Campobello
20427;Italy;Monrobiolo di Bussia;88;72;Piedmont;Barolo;Bric Cenciurio
20429;Italy;Preda;88;70;Piedmont;Barolo;Cascina Adelaide
20430;Italy;Bricco Luciani;88;75;Piedmont;Barolo;Cascina del Monastero
20445;Italy;Bussia;88;55;Piedmont;Barolo;Giacosa Fratelli
20479;Italy;Campoleto;85;25;Tuscany;Rosso di Montalcino;Tenuta San Giorgio
20526;Italy;Vallegrande;90;45;Piedmont;Barbaresco;Ca' del Baio
20527;Italy;Albesani;90;45;Piedmont;Barbaresco;Cantina del Pino
20559;Italy;Poggio Sant'Enrico;91;70;Tuscany;Vino Nobile di Montepulciano;Carpineto
20560;Italy;Sant'Ercolano;91;70;Tuscany;Vino Nobile di Montepulciano;Carpineto
20561;Italy;Alleanza;91;35;Tuscany;Toscana;Castello di Gabbiano
20577;Italy;N Anticchia Rosso;86;60;Sicily & Sardinia;Etna;Tenuta di Aglaea
20591;Italy;Donnatà;86;16;Sicily & Sardinia;Sicilia;Alessandro di Camporeale
20606;Italy;La Casa in Collina;87;40;Piedmont;Barbaresco;Vite Colte
20607;Italy;Rocchettevino;87;26;Piedmont;Dolcetto d'Alba;Voerzio Martini
20621;Italy;Campo del Pero;87;14;Piedmont;Dolcetto d'Alba;Giribaldi
20626;Italy;Sasseo;88;16;Southern Italy;Salento;Masseria Altemura
20629;Italy;Curtirussi;88;40;Southern Italy;Salento;Mocavero
20631;Italy;Arcangelo;88;15;Southern Italy;Salice Salentino;Palamà
20634;Italy;La Fenice;88;45;Piedmont;Barolo;Tenimenti Famiglia Cavallero
20635;Italy;Cannubi;88;99;Piedmont;Barolo;Tenuta Carretta
20642;Italy;Liste;88;125;Piedmont;Barolo;Borgogno
20643;Italy;Cento su Cento;88;25;Southern Italy;Salento;Castel di Salve
20649;Italy;Casili Riserva;88;24;Southern Italy;Salice Salentino;Tenute Mater Domini
20650;Italy;Marmorelle;88;13;Southern Italy;Salento;Tenute Rubino
20651;Italy;Visellio;88;38;Southern Italy;Salento;Tenute Rubino
20652;Italy;Essenze;88;50;Piedmont;Barolo;Terre da Vino
20653;Italy;Bolonero;88;15;Southern Italy;Castel del Monte;Torrevento
20654;Italy;Jalal;87;42;Southern Italy;Puglia;Cefalicchio
20664;Italy;Le Vigne Rare;87;21;Southern Italy;Salento;Pirro Varone
20670;Italy;Villa Santera;87;18;Southern Italy;Primitivo di Manduria;Leone de Castris
20675;Italy;Sallier de la Tour;87;13;Sicily & Sardinia;Sicilia;Tasca d'Almerita
20676;Italy;Leone d'Almerita;87;20;Sicily & Sardinia;Sicilia;Tasca d'Almerita
20677;Italy;Meridiano 12;87;24;Sicily & Sardinia;Sicilia;Tenuta Gorghi Tondi
20680;Italy;Zagra;87;18;Sicily & Sardinia;Sicilia;Valle dell'Acate
20701;Italy;Vigna Vinieri;92;35;Southern Italy;Taurasi;Montesole
20713;Italy;Podere Bertarole;88;25;Veneto;Valpolicella Classico Superiore Ripasso;Corteforte
20715;Italy;Podere Cariano;88;24;Veneto;Amarone della Valpolicella Classico;Le Bertarole
20725;Italy;Corte Vaona;87;45;Veneto;Amarone della Valpolicella Classico;Novaia
20777;Italy;Querciantica;86;15;Central Italy;Verdicchio dei Castelli di Jesi;Velenosi
20787;Italy;Sassaiolo;86;15;Central Italy;Rosso Piceno;Monte Schiavo
20795;Italy;Tosius;86;14;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Cantina Ma.Ri.Ca.
20796;Italy;Fontevecchia;86;15;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Casalfarneto
20799;Italy;Riserva San Sisto;86;30;Central Italy;Verdicchio dei Castelli di Jesi Classico;Fazi Battaglia
20800;Italy;Piancarda;86;20;Central Italy;Rosso Conero;Garofoli
20808;Italy;Anfora Breg;92;120;Northeastern Italy;Venezia Giulia;Gravner
20812;Italy;Duca Enrico;91;60;Sicily & Sardinia;Sicilia;Duca di Salaparuta
20817;Italy;Bue Apis;91;130;Southern Italy;Aglianico del Taburno;Cantina del Taburno
20823;Italy;Calderara Sottana;91;52;Sicily & Sardinia;Etna;Tenuta delle Terre Nere
20824;Italy;San Leonardo;91;64;Northeastern Italy;Vigneti delle Dolomiti;Tenuta San Leonardo
20838;Italy;Tancredi;89;45;Sicily & Sardinia;Sicilia;Donnafugata
20844;Italy;Rosso;89;20;Sicily & Sardinia;Salina;Hauner
20864;Italy;Giuseppe Galliano Brut;86;30;Italy Other;Vino Spumante;Borgo Maragliano
20877;Italy;Extra Brut;86;47;Lombardy;Franciacorta;Ricci Curbastro
20880;Italy;Liste;89;85;Piedmont;Barolo;Damilano
20886;Italy;Bricco delle Viole;88;60;Piedmont;Barolo;460 Casina Bric
20891;Italy;Coste di Rose;88;90;Piedmont;Barolo;Marchesi di Barolo
20905;Italy;Synthesi;87;25;Southern Italy;Aglianico del Vulture;Paternoster
20907;Italy;Punta Aquila;87;21;Southern Italy;Salento;Tenute Rubino
20910;Italy;Tenuta Rocca dei Leoni;87;23;Southern Italy;Campania;Villa Matilde
20911;Italy;Tenute di Altavilla;87;25;Southern Italy;Greco di Tufo;Villa Matilde
20913;Italy;Deliella;87;40;Sicily & Sardinia;Sicilia;Feudo Principi di Butera
20914;Italy;Sinestesìa;86;33;Sicily & Sardinia;Sicilia;Abbazia Santa Anastasia
20917;Italy;Poggio alle Mura;92;82;Tuscany;Brunello di Montalcino;Castello Banfi
20921;Italy;Riserva;92;95;Tuscany;Brunello di Montalcino;SassodiSole
20928;Italy;Pian delle Vigne;92;75;Tuscany;Brunello di Montalcino;Marchesi Antinori
20930;Italy;Altrovino;92;39;Tuscany;Toscana;Duemani
20934;Italy;Gualto Riserva;92;80;Tuscany;Brunello di Montalcino;Camigliano
20957;Italy;Baglio di Serramarrocco;84;21;Sicily & Sardinia;Sicilia;Tenuta di Serramarrocco
20958;Italy;Marmorelle;84;14;Southern Italy;Salento;Tenute Rubino
21050;Italy;Riserva;87;21;Central Italy;Sangiovese di Romagna;Umberto Cesari
21053;Italy;Colle dei Venti;87;20;Central Italy;Terre di Chieti;Caldora Vini
21054;Italy;Bron & Rusèval;87;20;Central Italy;Romagna;Celli
21071;Italy;Vigne del Borgo;87;15;Central Italy;Lazio;Villa Gianna
21078;Italy;Solaia;97;325;Tuscany;Toscana;Marchesi Antinori
21081;Italy;Cepparello;96;80;Tuscany;Toscana;Isole e Olena
21087;Italy;Poggio al Vento Riserva;95;150;Tuscany;Brunello di Montalcino;Col d'Orcia
21088;Italy;Fontalloro;95;62;Tuscany;Toscana;Felsina
21091;Italy;Rabajà Riserva;95;110;Piedmont;Barbaresco;Giuseppe Cortese
21093;Italy;Tignanello;95;105;Tuscany;Toscana;Marchesi Antinori
21125;Italy;Moropio;92;79;Veneto;Amarone della Valpolicella Classico;Antolini
21148;Italy;Coste Bianche;87;52;Veneto;Amarone della Valpolicella;Tenute Fiorebelli
21196;Italy;Pagliareto;89;42;Tuscany;Vino Nobile di Montepulciano;Lunadoro
21198;Italy;Vigna Alta;89;45;Tuscany;Toscana;Badia di Morrona
21202;Italy;Rosso;89;38;Tuscany;Bolgheri;Grattamacco
21205;Italy;Santa Cristina a Mezzana;89;18;Tuscany;Carmignano;Il Sassolo
21207;Italy;Riserva;89;35;Tuscany;Vino Nobile di Montepulciano;Carpineto
21213;Italy;Bossona Riserva;89;52;Tuscany;Vino Nobile di Montepulciano;Dei
21215;Italy;Casa Conforto Riserva;89;25;Tuscany;Chianti;Fattoria La Vialla
21216;Italy;Riserva;89;40;Tuscany;Chianti Classico;Canonica a Cerreto
21220;Italy;1698;89;32;Tuscany;Bolgheri;Tringali Casanuova
21221;Italy;Renzo;89;60;Tuscany;Bolgheri;Tringali Casanuova
21240;Italy;Riserva;89;90;Tuscany;Brunello di Montalcino;Podere La Vigna
21260;Italy;La Togata;86;28;Tuscany;Rosso di Montalcino;Tenuta Carlina
21261;Italy;Reale;86;30;Tuscany;Toscana;Fattoria la Castellina
21275;Italy;Sabazio;87;15;Tuscany;Rosso di Montepulciano;La Braccesca
21279;Italy;Borro del Diavolo Riserva;87;29;Tuscany;Chianti Classico;Ormanni
21296;Italy;Blue Label;87;22;Tuscany;Chianti Classico;Lamole di Lamole
21298;Italy;Solatio del Tani;87;25;Tuscany;Chianti Classico;Machiavelli
21299;Italy;Pèppoli;87;28;Tuscany;Chianti Classico;Marchesi Antinori
21309;Italy;D'Amblè;85;22;Piedmont;Langhe;Orlando Abrigo
21325;Italy;Runcaris;86;15;Veneto;Soave Classico;Fattori
21332;Italy;Le Volpare;86;13;Veneto;Soave Classico;Tommasi
21335;Italy;Corte del Sole;86;12;Veneto;Soave;Monte Tondo
21354;Italy;Gallina;86;130;Piedmont;Barbaresco;La Spinetta
21401;Italy;Marina Cvetic;91;50;Central Italy;Colline Teatine;Masciarelli
21407;Italy;L'Andrea;91;45;Central Italy;Colli Perugini;Castello Monte Vibiano Vecchio
21416;Italy;Morar;91;50;Veneto;Amarone della Valpolicella Classico;Valentina Cubi
21422;Italy;Cavalli;88;60;Tuscany;Toscana;Tenuta degli Dei
21423;Italy;PerCecco;88;35;Tuscany;Toscana;Terre di Talamo
21433;Italy;Campomaggio;88;28;Tuscany;Chianti Classico;Castellani
21437;Italy;Colli dell'Uccellina Riserva;88;26;Tuscany;Morellino di Scansano;La Selva
21442;Italy;BEN;88;21;Tuscany;Toscana;Nittardi
21443;Italy;Olmata;88;33;Tuscany;Toscana;Pagani de Marchi
21445;Italy;Solosole;88;23;Tuscany;Toscana;Poggio al Tesoro
21447;Italy;Bellamarsilia;88;14;Tuscany;Morellino di Scansano;Poggio Argentiera
21453;Italy;Iohanna Gran Selezione;93;60;Tuscany;Chianti Classico;Luiz Barichello
21465;Italy;Gran Selezione;92;250;Tuscany;Chianti Classico;Isole e Olena
21475;Italy;Riserva;92;55;Tuscany;Chianti Classico;Nittardi
21484;Italy;I Tre Vescovi;87;19;Piedmont;Barbera d'Asti Superiore;Vinchio-Vaglio Serra
21492;Italy;La Fiù;87;20;Piedmont;Barbera d'Asti Superiore;Daniele Reale
21515;Italy;Cannubi;92;90;Piedmont;Barolo;E. Pira e Figli (Chiara Boschis)
21523;Italy;San Cristoforo;92;50;Piedmont;Barbaresco;Pietro Rinaldi
21524;Italy;Costa Grimaldi;92;90;Piedmont;Barolo;Poderi Luigi Einaudi
21529;Italy;Bricco Asili Bernardot;92;155;Piedmont;Barbaresco;Ceretto
21533;Italy;Bricco Pernice;92;88;Piedmont;Barolo;Elvio Cogno
21544;Italy;Pietrabianca;88;21;Southern Italy;Castel del Monte;Tormaresca
21552;Italy;Synthesi;87;30;Southern Italy;Aglianico del Vulture;Paternoster
21560;Italy;Santa Rosalia;87;18;Piedmont;Dolcetto d'Alba;Mauro Sebaste
21562;Italy;La Bruciata;87;12;Piedmont;Barbera d'Alba;Oscar Bosio
21565;Italy;Solneri;87;35;Piedmont;Barbera d'Asti Superiore Nizza;Pescaja
21587;Italy;Grappoli del;91;40;Sicily & Sardinia;Sicilia;Marco de Bartoli
21605;Italy;Riserva;91;50;Southern Italy;Taurasi;Donnachiara
21609;Italy;Vigna di Mandranova;91;29;Sicily & Sardinia;Sicilia;Alessandro di Camporeale
21645;Italy;Caligo;89;20;Northeastern Italy;Collio;Conti Formentini
21673;Italy;Maurleo;88;18;Tuscany;Toscana;Pietro Beconcini
21706;Italy;Il Torrione Bianco di Moniga;85;16;Northeastern Italy;Garda Classico;Monte Cicogna
21709;Italy;Trepio';84;10;Northeastern Italy;Benaco Bresciano;Civielle - Cantina della Valtenesi e della Lugana
21710;Italy;Chiaretto Pergola;84;15;Northeastern Italy;Garda Classico;Civielle - Cantina della Valtenesi e della Lugana
21712;Italy;Perla;83;21;Lombardy;Lugana;Perla del Garda
21717;Italy;Bricco Gattera;96;80;Piedmont;Barolo;Cordero di Montezemolo
21724;Italy;Cannubi;95;135;Piedmont;Barolo;Marchesi di Barolo
21731;Italy;Drago;84;15;Northeastern Italy;Trentino;Lechthaler
21804;Italy;Costamolino;89;15;Sicily & Sardinia;Vermentino di Sardegna;Argiolas
21805;Italy;Serra Lori;89;16;Sicily & Sardinia;Isola dei Nuraghi;Argiolas
21810;Italy;Grotta Rossa;89;14;Sicily & Sardinia;Carignano del Sulcis;Cantina Santadi
21858;Italy;Extra Dry;86;18;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Terre di San Venanzio Fortunato
21891;Italy;Cometa;92;43;Sicily & Sardinia;Sicilia;Planeta
21895;Italy;Santo Spirito;92;40;Sicily & Sardinia;Etna;Tenuta delle Terre Nere
21904;Italy;Calcaia Muffa Nobile;89;40;Central Italy;Orvieto Classico Superiore;Barberani
21905;Italy;Vallocaia;89;49;Tuscany;Vino Nobile di Montepulciano;Bindella
21910;Italy;Castello di Bibbione Gran Selezione;89;30;Tuscany;Chianti Classico;Castelli del Grevepesa
21914;Italy;Poggio Valente Riserva;89;50;Tuscany;Morellino di Scansano;Fattoria Le Pupille
21915;Italy;Riserva;89;30;Tuscany;Morellino di Scansano;Fattoria Le Pupille
21926;Italy;Tore del Moro;89;20;Tuscany;Morellino di Scansano;Santa Lucia
21937;Italy;Riserva Rocca Guicciarda;90;25;Tuscany;Chianti Classico;Barone Ricasoli
21941;Italy;Riserva Lucius;90;35;Tuscany;Chianti Classico;Viticcio
21983;Italy;Donna Ernestina 18;88;21;Central Italy;Montepulciano d'Abruzzo;Ciavolich Giuseppe
21985;Italy;Brut Rosé;91;50;Northeastern Italy;Trento;Maso Martis
21995;Italy;Sommaval Rive di Guia;90;33;Veneto;Valdobbiadene Prosecco Superiore;Bortolin Angelo
22008;Italy;Guia Millesimato Brut;90;25;Veneto;Valdobbiadene Prosecco Superiore;Foss Marai
22045;Italy;Bussia Riserva;85;100;Piedmont;Barolo;Stroppiana
22090;Italy;Molino della Suga;88;45;Tuscany;Brunello di Montalcino;Bonacchi
22097;Italy;Roncathe;88;12;Veneto;Soave;Corte Moschina
22104;Italy;Monvigliero;91;75;Piedmont;Barolo;Paolo Scavino
22106;Italy;Nubiola;91;45;Piedmont;Barbaresco;Pelissero
22107;Italy;Nei Cannubi;91;90;Piedmont;Barolo;Poderi Luigi Einaudi
22108;Italy;Cè Vanin;91;40;Piedmont;Barbaresco;Rivetto
22109;Italy;Essenze;91;60;Piedmont;Barolo;Terre da Vino
22112;Italy;Vigneto Boscareto;91;75;Piedmont;Barolo;Beni di Batasiolo
22119;Italy;Tradizione;91;55;Piedmont;Barolo;Marchesi di Barolo
22128;Italy;Prapò;91;55;Piedmont;Barolo;Mauro Sebaste
22168;Italy;Il Priore;87;15;Tuscany;Toscana;Il Colombaio di Santachiara
22169;Italy;Tuscany;87;20;Tuscany;Toscana;Kirkland Signature
22171;Italy;Rovaio;87;30;Tuscany;Toscana;La Lastra
22173;Italy;Intenso;87;17;Tuscany;Toscana;Podere la Marronaia
22175;Italy;Casa Boschino;87;15;Tuscany;Toscana;San Fabiano Calcinaia
22178;Italy;Guidalberto;87;60;Tuscany;Toscana;Tenuta San Guido
22182;Italy;Carato;87;16;Tuscany;Toscana;Erik Banti
22195;Italy;Toh!;85;10;Northeastern Italy;Friuli Grave;Di Lenardo
22207;Italy;Drago;85;17;Northeastern Italy;Trentino;Lechthaler
22217;Italy;Ronchi di Gramogliano;85;27;Northeastern Italy;Colli Orientali del Friuli;Perusini
22265;Italy;Castel Cerino;88;15;Veneto;Soave Classico;Coffele
22266;Italy;I Tarai;88;22;Veneto;Soave;Corte Moschina
22269;Italy;Estate Collection;92;42;Veneto;Amarone della Valpolicella;Sartori
22280;Italy;Riserva Sergio Zenato;92;107;Veneto;Amarone della Valpolicella Classico;Zenato
22309;Italy;Freccianera Nature;90;48;Lombardy;Franciacorta;Fratelli Berlucchi
22321;Italy;Crede;90;22;Veneto;Valdobbiadene Prosecco Superiore;Bisol
22322;Italy;Dry;90;40;Veneto;Valdobbiadene Superiore di Cartizze;Bisol
22327;Italy;Col Fondo;90;23;Veneto;Prosecco;Ca' dei Zago
22328;Italy;Cerretta;90;115;Piedmont;Barolo;Ca'Romè
22335;Italy;Rosé;90;38;Northeastern Italy;Trento;Ferrari
22387;Italy;Fiorduva Furore Bianco;87;70;Southern Italy;Costa d'Amalfi;Marisa Cuomo
22394;Italy;Dalila;87;14;Sicily & Sardinia;Terre Siciliane;Stemmari
22399;Italy;Caiatì-Morrone;87;30;Southern Italy;Terre del Volturno;Alois
22409;Italy;Clarum;87;16;Southern Italy;Irpinia;I Capitani
22438;Italy;Tenuta di Renieri Riserva;89;26;Tuscany;Chianti Classico;Renieri
22440;Italy;Lenaia;89;35;Tuscany;Toscana;Casa di Terra
22444;Italy;Mazzaferrata;89;44;Tuscany;Colli della Toscana Centrale;Marchesi Gondi
22447;Italy;Squarcialupi Riserva;89;35;Tuscany;Chianti Classico;La Castellina
22484;Italy;Satèn;86;40;Lombardy;Franciacorta;La Montina
22489;Italy;Essence Rosé;86;32;Lombardy;Franciacorta;Antica Fratta
22496;Italy;Studi Laura;94;60;Southern Italy;Greco di Tufo;Feudi di San Gregorio
22509;Italy;Alta Mora;94;25;Sicily & Sardinia;Etna;Cusumano
22525;Italy;Ziggurat;89;13;Central Italy;Montefalco Rosso;Tenute Lunelli
22532;Italy;Extra Brut;89;45;Lombardy;Franciacorta;Lo Sparviere
22536;Italy;Sant'Agata;89;17;Central Italy;Lambrusco di Sorbara;Paltrinieri
22538;Italy;Semèle;89;39;Central Italy;Montefalco Sagrantino;Signae
22573;Italy;Bacca Bianca Tenuta di Budonetto;86;15;Sicily & Sardinia;Sicilia;Maurigi
22592;Italy;La Piazza;86;8;Sicily & Sardinia;Sicilia;Calatrasi
22594;Italy;Terre Arse Vergine;86;18;Sicily & Sardinia;Marsala;Cantine Florio
22602;Italy;Donpà;89;30;Southern Italy;Aglianico del Vulture;Regio Cantina
22605;Italy;Campo di Mezzo;89;15;Central Italy;Romagna;Tre Monti
22617;Italy;Contrada Calderara Bianco;89;40;Sicily & Sardinia;Etna;Cottanera
22618;Italy;Poesia Rosato;89;24;Sicily & Sardinia;Etna;Cantine Valenti
22625;Italy;Pourriture Noble;89;40;Central Italy;Orvieto Classico Superiore;Decugnano dei Barbi
22637;Italy;Polago;88;15;Central Italy;Umbria;Barberani
22640;Italy;Elicius;88;35;Central Italy;Umbria;Castello di Montegiove
22645;Italy;Nemorino Rosato;88;18;Tuscany;Toscana;I Giusti e Zanza
22656;Italy;Passito;88;50;Central Italy;Sagrantino di Montefalco;Scacciadiavoli
22693;Italy;Croder Rosso;87;20;Veneto;Colli di Conegliano;Astoria
22694;Italy;Nuarè;87;13;Northeastern Italy;Delle Venezie;Natale Verga
22696;Italy;Regolo;87;21;Veneto;Rosso del Veronese;Sartori
22704;Italy;El Zuiter;87;22;Northeastern Italy;Delle Venezie;Montelvini
22707;Italy;Icóna;87;12;Veneto;Piave;Astoria
22708;Italy;Castelline;87;23;Northeastern Italy;Garda Classico;Costaripa
22711;Italy;Brunet;87;26;Piedmont;Barbera d'Alba;Fontanabianca
22717;Italy;Vigneto il Fornetto;94;90;Veneto;Amarone della Valpolicella Classico;Stefano Accordini
22731;Italy;Corte Brà;93;52;Veneto;Amarone della Valpolicella Classico;Sartori
22749;Italy;Riserva;84;56;Tuscany;Brunello di Montalcino;Poggio Antico
22756;Italy;Riserva;84;16;Tuscany;Chianti Classico;Piccini
22763;Italy;Le Bine Longhe di Costalta;90;22;Veneto;Soave Classico;Tessari
22766;Italy;Montigl Riserva;90;40;Northeastern Italy;Alto Adige;Cantina Terlano
22768;Italy;Burgum Novum Riserva;90;43;Northeastern Italy;Alto Adige;Castelfeder
22777;Italy;Vin Soave;90;15;Veneto;Soave Classico;Inama
22784;Italy;Vintage;90;35;Southern Italy;Greco di Tufo;Mastroberardino
22801;Italy;Riserva di Fizzano Gran Selezione;91;38;Tuscany;Chianti Classico;Rocca delle Macìe
22809;Italy;La Forra Gran Selezione;91;48;Tuscany;Chianti Classico;Tenuta di Nozzole
22810;Italy;Villa Romizi;91;42;Tuscany;Vino Nobile di Montepulciano;Trerose
22819;Italy;Gorio Extra Dry;86;20;Veneto;Prosecco di Valdobbiadene;Malibràn
22821;Italy;Verv Extra Dry;86;20;Veneto;Prosecco del Veneto;Andreola Orsola
22825;Italy;Extra Dry;86;26;Veneto;Prosecco di Valdobbiadene;Bortolin
22826;Italy;Cartizze Dry;86;31;Veneto;Prosecco Superiore di Cartizze;Bortolin
22828;Italy;Extra Dry;86;19;Veneto;Prosecco di Conegliano;Carpenè Malvolti
22831;Italy;Brut;86;18;Veneto;Prosecco di Valdobbiadene;Maschio dei Cavalieri
22834;Italy;Animae Millesimato Brut;86;25;Veneto;Prosecco di Valdobbiadene;Perlage
22835;Italy;Frederick Brut;86;16;Veneto;Veneto;Pizzolato
22838;Italy;Extra Dry;86;20;Veneto;Prosecco di Valdobbiadene;Terre di San Venanzio Fortunato
22840;Italy;Extra Dry;86;16;Veneto;Prosecco di Valdobbiadene;Villa Sandi
22842;Italy;Brut;86;59;Northeastern Italy;Friuli;Eugenio Collavini
22894;Italy;Audinaggio;88;39;Piedmont;Roero;Cascina Cà Rossa
22897;Italy;La Luna e I Falò;88;16;Piedmont;Barbera d'Asti Superiore;Terre da Vino
22912;Italy;Satèn Brut;89;53;Lombardy;Franciacorta;Ferghettina
22919;Italy;Clemente VII Settimo;88;42;Tuscany;Toscana;Castelli del Grevepesa
22920;Italy;Corbaia;88;65;Tuscany;Toscana;Castello di Bossi
22921;Italy;Riserva Berardo;88;35;Tuscany;Chianti Classico;Castello di Bossi
22925;Italy;Gombe;88;20;Piedmont;Dogliani;La Fusina
22928;Italy;Bricco San Pietro;88;28;Piedmont;Langhe;Manzone
22930;Italy;Brut;88;18;Lombardy;Franciacorta;Montenisa
22945;Italy;Jorio;86;18;Central Italy;Montepulciano d'Abruzzo;Umani Ronchi
22975;Italy;Rosa;87;19;Northeastern Italy;Delle Venezie;Kellerei Kaltern Caldaro
22978;Italy;Rosé Demi Sec;87;29;Lombardy;Franciacorta;La Montina
22993;Italy;Rubioso;87;24;Veneto;Marca Trevigiana;Anna Spinato
22996;Italy;Passito;91;70;Central Italy;Montefalco Sagrantino;Cantina Fratelli Pardi
22999;Italy;Etnico;91;35;Central Italy;Montefalco Sagrantino;Di Filippo
23010;Italy;Chiusa di Pannone;91;70;Central Italy;Montefalco Sagrantino;Antonelli
23045;Italy;Le Bessole;88;24;Veneto;Valpolicella Classico Superiore;Accordini Igino
23069;Italy;Riserva;91;45;Tuscany;Chianti Classico;Tenuta di Riseccoli
23079;Italy;Panzano;90;38;Tuscany;Chianti Classico;Castelli del Grevepesa
23090;Italy;Riserva;88;28;Tuscany;Chianti Classico;Viticcio
23098;Italy;Riserva;88;40;Tuscany;Chianti Classico;Livernano
23109;Italy;Lena di Mezzo;89;20;Veneto;Valpolicella Classico Superiore;Monte del Frà
23121;Italy;Generala;89;40;Piedmont;Barbera d'Asti Superiore Nizza;Bersano
23148;Italy;Montubert;90;43;Piedmont;Barbaresco;Icardi
23158;Italy;S'arai;90;45;Sicily & Sardinia;Isola dei Nuraghi;Pala
23159;Italy;Chiaro di Stelle;90;15;Sicily & Sardinia;Isola dei Nuraghi;Pala
23160;Italy;Roncaglie;90;70;Piedmont;Barbaresco;Poderi Colla
23205;Italy;Riserva;90;25;Tuscany;Chianti Classico;Lamole di Lamole
23207;Italy;Gran Selezione;90;65;Tuscany;Chianti Classico;Lornano
23212;Italy;Riserva;90;25;Tuscany;Chianti Classico;Fattoria di Valiano
23220;Italy;Varco 84;90;48;Tuscany;Brunello di Montalcino;Molino di Sant'Antimo
23235;Italy;Colli dell'Uccellina;89;26;Tuscany;Morellino di Scansano;La Selva
23237;Italy;Benefizio Riserva;89;45;Tuscany;Pomino;Marchesi de' Frescobaldi
23240;Italy;Belguardo Codice V;89;20;Tuscany;Toscana;Mazzei
23246;Italy;Riserva;89;28;Tuscany;Vino Nobile di Montepulciano;Fanetti - Tenuta S. Agnese
23247;Italy;Aulus;89;24;Tuscany;Toscana;Fattoria San Felo
23250;Italy;Riserva;89;32;Tuscany;Vino Nobile di Montepulciano;Gracciano della Seta
23253;Italy;Colledilà Gran Selezione;89;66;Tuscany;Chianti Classico;Barone Ricasoli
23259;Italy;Wine for Pasta;85;11;Italy Other;Italy;Wine for Food
23262;Italy;Black Label;85;47;Piedmont;Gavi;La Scolca
23270;Italy;Wine for Pizza;85;11;Italy Other;Italy;Wine for Food
23271;Italy;'Na Vota;85;18;Piedmont;Ruché di Castagnole Monferrato;Cantine Sant'Agata
23285;Italy;Limne;91;18;Lombardy;Lugana;Tenuta Roveglia
23319;Italy;Il Cascinone Alasia Brut Metodo Classico;87;25;Piedmont;Alta Langa;Araldica
23321;Italy;Dogma Blanc de Noirs Metodo Classico;87;34;Italy Other;Vino Spumante;Borgo Maragliano
23335;Italy;Brut Metodo Classico;87;29;Veneto;Lessini Durello;Fattori
23339;Italy;Belnero;90;39;Tuscany;Toscana;Castello Banfi
23352;Italy;Riserva;90;26;Tuscany;Chianti Classico;Rocca delle Macìe
23360;Italy;Coltassala Riserva;90;56;Tuscany;Chianti Classico;Volpaia
23362;Italy;Vigneto Bellavista;90;169;Tuscany;Chianti Classico;Castello di Ama
23373;Italy;Barrua;92;60;Sicily & Sardinia;Isola dei Nuraghi;Agricola Punica
23374;Italy;Nos Riserva;92;35;Northeastern Italy;Teroldego Rotaliano;Mezzacorona
23401;Italy;Brut;87;20;Lombardy;Franciacorta;Cà del Vént
23402;Italy;Satén;87;24;Lombardy;Franciacorta;Cà del Vént
23403;Italy;Brut Millesimato;87;20;Lombardy;Franciacorta;Castelveder
23409;Italy;Millesimo Extra Dry;87;18;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Bianca Vigna
23444;Italy;Cortese di Gavi;86;21;Piedmont;Cortese di Gavi;Pio Cesare
23446;Italy;Quattro Fratelli;86;25;Piedmont;Barbera d'Alba;Boroli
23447;Italy;Pian Balbo;86;18;Piedmont;Dolcetto d'Alba;Poderi Colla
23455;Italy;Pitulé;86;13;Piedmont;Moscato d'Asti;Neirano
23456;Italy;Moncucco;86;13;Piedmont;Moscato d'Asti;Fontanafredda
23505;Italy;Lipitiresco;90;64;Tuscany;Vino Nobile di Montepulciano;Romeo
23507;Italy;Acciderba;90;42;Tuscany;Bolgheri;Serni Fulvio Luigi
23514;Italy;Bianco Benefizio Riserva;90;45;Tuscany;Pomino;Marchesi de' Frescobaldi
23567;Italy;Campo dei Gigli;93;100;Veneto;Amarone della Valpolicella;Tenuta Sant'Antonio
23575;Italy;Vigneti di Osan;93;90;Veneto;Amarone della Valpolicella Classico;Corteforte
23582;Italy;San Lorenzo;93;38;Sicily & Sardinia;Etna;Girolamo Russo
23585;Italy;Calderara Sottana;93;46;Sicily & Sardinia;Etna;Tenuta delle Terre Nere
23593;Italy;Feudo di Mezzo Il Quadro delle Rose;93;46;Sicily & Sardinia;Etna;Tenuta delle Terre Nere
23608;Italy;Bussia;91;45;Piedmont;Barolo;Podere Ruggeri Corsini
23629;Italy;Saia;90;33;Sicily & Sardinia;Sicilia;Feudo Maccari
23648;Italy;Benuara;89;18;Sicily & Sardinia;Terre Siciliane;Cusumano
